name,team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard,fantasy_points_ppr,player_id
Darnell Mooney,CHI,WR,26,15,14,0,0,0,2,5,0,61,31,414,1,0,0,,,48,78.9,MoonDa00
KaVontae Turpin,DAL,WR,27,16,0,0,0,0,11,110,1,18,12,127,3,1,0,,,48,59.7,TurpKa00
Cedrick Wilson Jr.,MIA,WR,28,15,3,0,0,0,0,0,0,38,22,296,3,0,0,,,48,69.6,WilsCe01
Chris Moore,TEN,WR,30,17,5,0,0,0,2,39,0,35,22,424,0,1,0,,,46,68.3,MoorCh00
Rashod Bateman,BAL,WR,24,16,12,0,0,0,1,18,0,56,32,367,1,0,0,,,45,76.5,BateRa00
Royce Freeman,LAR,RB,27,14,0,0,0,0,77,319,2,2,1,13,0,0,0,,,45,46.2,FreeRo00
Pat Freiermuth,PIT,TE,25,12,9,0,0,0,0,0,0,47,32,308,2,0,0,1,,45,76.8,FreiPa00
Zay Jones,JAX,WR,28,9,7,0,0,0,0,0,0,64,34,321,2,0,0,,,44,78.1,JoneZa00
Michael Mayer,LVR,TE,22,14,12,0,0,0,0,0,0,40,27,304,2,0,0,1,,44,71.4,MayeMi00
Kylen Granson,IND,TE,25,15,7,0,0,0,1,2,0,50,30,368,1,0,0,,,43,73.0,GranKy00
Noah Gray,KAN,TE,24,17,10,0,0,0,1,1,0,41,28,305,2,0,0,,,43,70.6,GrayNo00
Jamaal Williams,NOR,RB,28,13,4,0,0,0,106,306,1,20,18,62,0,1,0,,,43,60.8,WillJa06
Jordan Mason,SFO,RB,24,17,0,0,0,0,40,206,3,4,3,31,0,0,0,,,42,44.7,MasoJo00
Jonathan Mingo,CAR,WR,22,15,14,0,0,0,0,0,0,85,43,418,0,1,0,,,42,84.8,MingJo00
Elijah Mitchell,SFO,RB,25,11,1,0,0,0,75,281,2,8,6,14,0,0,0,,,42,47.5,MitcEl00
Greg Dortch,ARI,WR,25,16,4,0,0,0,1,5,0,41,24,280,2,0,0,,,41,64.5,DortGr01
Noah Fant,SEA,TE,26,17,17,0,0,0,0,0,0,43,32,414,0,0,0,,,41,73.4,FantNo00
Tanner Hudson,CIN,TE,29,12,1,0,0,0,0,0,0,50,39,352,1,0,0,,,41,80.2,HudsTa00
Luke Musgrave,GNB,TE,23,11,9,0,0,0,0,0,0,46,34,352,1,0,0,,,41,75.2,MusgLu00
Chase Brown,CIN,RB,23,12,0,0,0,0,44,179,0,15,14,156,1,1,0,,,40,53.5,BrowCh10
Mason Rudolph,PIT,QB,28,4,3,719,3,0,10,8,0,0,0,0,0,3,1,,,40,39.6,RudoMa00
Isaiah Hodgins,NYG,WR,25,17,9,0,0,0,0,0,0,33,21,230,3,1,1,,,39,60.0,HodgIs00
DeVante Parker,NWE,WR,30,13,13,0,0,0,0,0,0,55,33,394,0,0,0,,,39,72.4,ParkDe01
Jake Bobo,SEA,WR,25,17,0,0,0,0,1,3,1,25,19,196,2,0,0,,,38,56.9,BoboJa00
Xavier Gipson,NYJ,WR,22,17,3,0,0,0,8,68,1,38,21,229,0,5,2,,,38,58.7,GipsXa00
Trenton Irwin,CIN,WR,28,16,5,0,0,0,0,0,0,32,25,316,1,2,0,,,38,62.6,IrwiTr00
Brandon Powell,MIN,WR,28,17,2,0,0,0,5,17,0,44,29,324,1,1,1,,,38,67.1,PoweBr00
Pierre Strong,CLE,RB,25,17,1,0,0,0,63,291,1,8,5,47,0,1,1,,,38,42.8,StroPi00
Adam Trautman,DEN,TE,26,17,12,0,0,0,0,0,0,35,22,204,3,0,0,,,38,60.4,TrauAd00
Jalin Hyatt,NYG,WR,22,17,7,0,0,0,0,0,0,40,23,373,0,1,0,,,37,60.3,HyatJa00
Allen Lazard,NYJ,WR,28,14,12,0,0,0,0,0,0,49,23,311,1,0,0,,,37,60.1,LazaAl00
Colby Parkinson,SEA,TE,24,17,1,0,0,0,0,0,0,34,25,247,2,0,0,,,37,61.7,ParkCo02
Durham Smythe,MIA,TE,28,16,14,0,0,0,0,0,0,43,35,366,0,0,0,,,37,71.6,SmytDu00
Jalen Tolbert,DAL,WR,24,17,6,0,0,0,0,0,0,36,22,268,2,1,1,,,37,58.8,TolbJa00
Tommy Tremble,CAR,TE,23,16,8,0,0,0,0,0,0,32,23,194,3,0,0,,,37,60.4,TremTo00
Cam Akers,2TM,RB,24,7,1,0,0,0,60,167,2,12,11,70,0,0,0,,,36,46.7,AkerCa00
Mo Alie-Cox,IND,TE,30,17,7,0,0,0,0,0,0,22,13,161,3,0,0,1,,36,49.1,AlieMo00
Calvin Austin,PIT,WR,24,17,1,0,0,0,11,57,1,30,17,180,1,2,0,,,36,52.7,AustCa00
Mike Gesicki,NWE,TE,28,17,10,0,0,0,0,0,0,45,29,244,2,0,0,,,36,65.4,GesiMi00
Andrei Iosivas,CIN,WR,24,16,1,0,0,0,0,0,0,25,15,116,4,0,0,,,36,50.6,IosiAn00
Chris Rodriguez,WAS,RB,23,13,0,0,0,0,51,247,2,2,2,12,0,1,1,,,36,37.9,RodrCh00
Marquez Valdes-Scantling,KAN,WR,29,16,10,0,0,0,0,0,0,42,21,315,1,1,1,,,36,56.5,ValdMa00
David Bell,CLE,WR,23,15,3,0,0,0,0,0,0,23,14,167,3,0,0,,,35,48.7,BellDa02
Michael Carter,2TM,RB,24,15,0,0,0,0,30,187,0,31,24,101,1,0,0,,,35,58.8,CartMi03
Darrell Henderson,LAR,RB,26,4,4,0,0,0,46,112,2,14,10,103,0,0,0,,,34,43.5,HendDa00
Lil'Jordan Humphrey,DEN,WR,25,17,8,0,0,0,0,0,0,19,13,162,3,0,0,,,34,47.2,HumpLi01
Brevin Jordan,HOU,TE,23,14,6,0,0,0,0,0,0,21,17,219,2,0,0,,,34,50.9,JordBr00
Jauan Jennings,SFO,WR,26,13,2,0,0,0,0,0,0,33,19,265,1,0,0,,,33,51.5,JennJa00
Dawson Knox,BUF,TE,27,12,11,0,0,0,0,0,0,36,22,186,2,0,0,1,,33,54.6,KnoxDa00
Kendre Miller,NOR,RB,21,8,0,0,0,0,41,156,1,11,10,117,0,0,0,,,33,43.3,MillKe01
Skyy Moore,KAN,WR,23,14,8,0,0,0,3,23,0,38,21,244,1,0,0,,,33,53.7,MoorSk01
JuJu Smith-Schuster,NWE,WR,27,11,7,0,0,0,0,0,0,47,29,260,1,0,0,,,32,61.0,SmitJu00
Braxton Berrios,MIA,WR,28,16,1,0,0,0,1,11,0,33,27,238,1,1,0,,,31,57.9,BerrBr00
Josh Oliver,MIN,TE,26,17,14,0,0,0,0,0,0,28,22,213,2,1,1,,,31,53.3,OlivJo00
Mike Williams,LAC,WR,29,3,3,0,0,0,1,3,0,26,19,249,1,0,0,,,31,50.2,WillMi07
Matt Breida,NYG,RB,28,17,4,0,0,0,55,151,1,21,17,88,0,1,0,,,30,46.9,BreiMa00
Bo Melton,GNB,WR,24,5,1,0,0,0,3,21,0,24,16,218,1,0,0,,,30,45.9,MeltBo00
Alex Erickson,LAC,WR,31,8,3,0,0,0,0,0,0,29,16,232,1,0,0,,,29,45.2,EricAl01
Drew Lock,SEA,QB,27,4,2,543,3,3,5,14,0,0,0,0,0,0,0,,,29,29.1,LockDr00
Andrew Beck,HOU,FB,27,15,12,0,0,0,5,3,1,13,11,55,2,1,1,,,28,38.8,BeckAn01
Jimmy Graham,NOR,TE,37,13,2,0,0,0,0,0,0,7,6,39,4,0,0,,,28,33.9,GrahJi00
Scott Miller,ATL,WR,26,17,0,0,0,0,0,0,0,16,11,161,2,0,0,,,28,39.1,MillSc01
Cordarrelle Patterson,ATL,RB,32,14,0,0,0,0,50,181,0,12,9,38,1,1,0,,,28,36.9,PattCo00
Allen Robinson,PIT,WR,30,17,17,0,0,0,0,0,0,49,34,280,0,0,0,,,28,62.0,RobiAl02
Drew Sample,CIN,TE,27,17,10,0,0,0,0,0,0,27,22,163,2,0,0,,,28,50.3,SampDr00
Olamide Zaccheaus,PHI,WR,26,17,1,0,0,0,0,0,0,20,10,164,2,0,0,,,28,38.4,ZaccOl01
Salvon Ahmed,MIA,RB,25,8,0,0,0,0,22,61,1,23,16,88,1,0,0,,,27,42.9,AhmeSa01
Andrew Ogletree,IND,TE,25,12,9,0,0,0,0,0,0,21,9,147,2,0,0,,,27,35.7,OgleAn00
Trevor Siemian,NYJ,QB,32,5,3,724,2,4,11,40,0,0,0,0,0,5,3,,,27,27.0,SiemTr00
Jarrett Stidham,DEN,QB,27,3,2,496,2,1,9,8,0,0,0,0,0,1,0,,,27,26.6,StidJa00
Jeff Wilson,MIA,RB,28,10,0,0,0,0,41,188,0,17,14,85,0,0,0,,,27,41.3,WilsJe01
Jamal Agnew,JAX,WR,28,11,1,0,0,0,4,-2,0,21,14,225,1,1,1,,,26,40.3,AgneJa00
Daniel Bellinger,NYG,TE,23,17,13,0,0,0,0,0,0,28,25,255,0,0,0,,,26,50.5,BellDa00
Chase Edmonds,TAM,RB,27,13,0,0,0,0,49,176,0,17,14,81,0,0,0,,,26,39.7,EdmoCh00
Tyler Huntley,BAL,QB,25,5,1,203,3,0,15,55,0,0,0,0,0,0,0,,,26,25.6,HuntTy01
Kadarius Toney,KAN,WR,24,13,2,0,0,0,11,31,0,38,27,169,1,1,0,,,26,53.0,ToneKa00
Carson Wentz,LAR,QB,31,2,1,163,2,1,17,56,1,0,0,0,0,0,0,,1,26,26.1,WentCa00
Ronnie Bell,SFO,WR,23,17,0,0,0,0,0,0,0,13,6,68,3,1,0,,,25,30.8,BellRo01
Pharaoh Brown,NWE,TE,29,17,11,0,0,0,0,0,0,15,13,208,1,1,1,,,25,37.8,BrowPh01
Harrison Bryant,CLE,TE,25,17,9,0,0,0,5,8,0,20,13,81,3,1,1,,,25,37.9,BryaHa00
Dalvin Cook,NYJ,RB,28,15,1,0,0,0,67,214,0,20,15,78,0,2,2,,,25,40.2,CookDa01
Zach Ertz,ARI,TE,33,7,7,0,0,0,0,0,0,43,27,187,1,0,0,,,25,51.7,ErtzZa00
Deonte Harty,BUF,WR,26,16,1,0,0,0,4,0,0,21,15,150,1,2,1,,,25,40.0,HarrDe07
Mack Hollins,ATL,WR,30,13,3,0,0,0,0,0,0,30,18,251,0,0,0,,,25,43.1,HollMa00
D'Ernest Johnson,JAX,RB,27,17,0,0,0,0,41,108,0,12,10,140,0,0,0,,,25,34.8,JohnDE04
Ty Johnson,BUF,RB,26,10,0,0,0,0,30,132,0,7,7,62,1,1,0,,,25,32.4,JohnTy02
Julio Jones,PHI,WR,34,11,4,0,0,0,0,0,0,19,11,74,3,0,0,,,25,36.4,JoneJu02
Tony Jones,2TM,RB,26,7,1,0,0,0,26,95,2,10,7,37,0,0,0,,,25,32.2,JoneTo04
Kyle Juszczyk*+,SFO,FB,32,17,16,0,0,0,5,6,0,17,14,119,2,0,0,,,25,38.5,JuszKy00
Foster Moreau,NOR,TE,26,15,10,0,0,0,0,0,0,25,21,193,1,0,0,,,25,46.3,MoreFo00
Craig Reynolds,DET,RB,27,17,0,0,0,0,41,179,1,5,5,47,0,2,2,,,25,29.6,ReynCr00
Ihmir Smith-Marsette,CAR,WR,24,17,0,0,0,0,8,74,1,10,8,51,0,2,0,,,25,32.5,SmitIh00
Treylon Burks,TEN,WR,23,11,9,0,0,0,5,18,0,30,16,221,0,0,0,,,24,39.9,BurkTr00
Andy Dalton,CAR,QB,36,3,1,361,2,0,3,12,0,0,0,0,0,0,0,,,24,23.6,DaltAn00
Hayden Hurst,CAR,TE,30,9,8,0,0,0,0,0,0,32,18,184,1,0,0,,,24,42.4,HursHa00
Hunter Renfrow,LVR,WR,28,17,3,0,0,0,0,0,0,37,25,255,0,1,1,,,24,48.5,RenfHu00
Jacoby Brissett,WAS,QB,31,3,0,224,3,0,3,19,0,0,0,0,0,0,0,,,23,22.9,BrisJa00
Dyami Brown,WAS,WR,24,17,1,4,0,0,1,0,0,23,12,168,1,0,0,,,23,35.0,BrowDy00
Sam Darnold,SFO,QB,26,10,1,297,2,1,21,15,1,0,0,0,0,3,1,,,23,23.4,DarnSa00
Will Dissly,SEA,TE,27,16,14,0,0,0,0,0,0,22,17,172,1,0,0,,,23,40.2,DissWi00
Darrynton Evans,2TM,RB,25,7,0,0,0,0,32,121,1,12,7,49,0,0,0,,,23,30.0,EvanDa02
KhaDarel Hodge,ATL,WR,28,17,4,0,0,0,1,0,0,23,14,232,0,1,0,,,23,37.2,HodgKh00
Austin Hooper,LVR,TE,29,17,9,0,0,0,0,0,0,31,25,234,0,0,0,,,23,48.4,HoopAu00
Johnny Mundt,MIN,TE,29,17,0,0,0,0,0,0,0,23,17,172,1,0,0,,,23,40.2,MundJo00
Cedric Tillman,CLE,WR,23,14,3,0,0,0,1,8,0,44,21,224,0,0,0,,,23,44.2,TillCe01
Parker Washington,JAX,WR,21,9,1,0,0,0,0,0,0,21,16,132,2,2,1,,,23,39.2,WashPa01
Ameer Abdullah,LVR,RB,30,17,0,0,0,0,15,89,0,24,19,131,0,0,0,,,22,41.0,AbduAm00
Tank Bigsby,JAX,RB,22,17,0,0,0,0,50,132,2,4,1,6,0,2,2,,,22,22.8,BigsTa00
Elijah Higgins,ARI,TE,23,11,2,0,0,0,0,0,0,19,14,163,1,0,0,,,22,36.3,HiggEl00
Jalen Reagor,NWE,WR,24,11,1,0,0,0,1,17,0,23,7,138,0,0,0,,,22,28.5,ReagJa00
Stone Smartt,LAC,TE,25,16,3,0,0,0,0,0,0,21,11,155,1,0,0,,,22,32.5,SmarSt00
Dorian Thompson-Robinson,CLE,QB,24,8,3,440,1,4,14,65,0,0,0,0,0,2,0,1,,22,22.1,ThomDo02
C.J. Beathard,JAX,QB,30,7,1,349,1,0,8,35,0,0,0,0,0,1,0,,,21,21.5,BeatC.00
Derius Davis,LAC,WR,23,17,2,0,0,0,14,101,0,17,15,66,0,3,1,,,21,35.7,DaviDe02
Van Jefferson,2TM,WR,27,17,9,0,0,0,1,4,0,43,20,209,0,0,0,,,21,41.3,JeffVa00
Will Mallory,IND,TE,24,12,2,0,0,0,0,0,0,26,18,207,0,1,0,,,21,38.7,MallWi00
Jamison Crowder,WAS,WR,30,17,0,0,0,0,0,0,0,20,16,159,1,2,1,,,20,35.9,CrowJa00
P.J. Walker,CLE,QB,28,6,2,674,1,5,13,30,0,0,0,0,0,4,2,,,20,20.0,WalkPh00
Quez Watkins,PHI,WR,25,9,5,0,0,0,0,0,0,21,15,142,1,0,0,,,20,35.2,WatkQu00
Robbie Chosen,MIA,WR,30,9,0,0,0,0,0,0,0,6,4,126,1,0,0,,,19,22.6,AndeRo04
Nick Chubb,CLE,RB,28,2,2,0,0,0,28,170,0,4,4,21,0,0,0,,,19,23.1,ChubNi00
Malik Heath,GNB,WR,23,13,1,0,0,0,0,0,0,24,15,125,1,0,0,,,19,33.5,HeatMa00
Luke Schoonmaker,DAL,TE,25,17,0,0,0,0,0,0,0,15,8,65,2,0,0,,,19,26.5,SchoLu00
Tyler Scott,CHI,WR,22,17,4,0,0,0,7,41,0,32,17,168,0,1,1,,,19,35.9,ScotTy00
Patrick Taylor,GNB,RB,25,11,0,0,0,0,32,141,0,17,11,49,0,0,0,,,19,30.0,TaylPa01
River Cracraft,MIA,WR,29,10,1,0,0,0,0,0,0,12,9,121,1,0,0,,,18,27.1,CracRi00
Kevin Harris,NWE,RB,23,4,0,0,0,0,16,65,1,3,3,58,0,0,0,,,18,21.3,HarrKe01
Davis Mills,HOU,QB,25,6,0,173,2,0,2,9,0,0,0,0,0,0,0,,1,18,17.8,MillDa02
Deven Thompkins,TAM,WR,24,17,1,0,0,0,8,56,0,25,17,83,1,3,1,,,18,34.9,ThomDe07
Melvin Gordon,BAL,RB,30,4,0,0,0,0,26,81,1,3,3,46,0,1,1,,,17,19.7,GordMe00
Damien Harris,BUF,RB,26,6,0,0,0,0,23,94,1,2,2,16,0,0,0,,,17,19.0,HarrDa06
Connor Heyward,PIT,TE,24,17,7,0,0,0,1,0,0,34,23,167,0,0,0,,,17,39.7,HeywCo00
Ray-Ray McCloud,SFO,WR,27,12,1,0,0,0,3,30,0,15,12,135,0,1,0,,,17,28.5,McClRa00
MyCole Pruitt,ATL,TE,31,17,8,0,0,0,0,0,0,12,9,110,1,1,0,,,17,26.0,PruiMy00
Trey Sermon,IND,RB,24,14,0,0,0,0,35,160,0,6,3,13,0,0,0,,,17,20.3,SermTr00
Davis Allen,LAR,TE,22,15,1,0,0,0,0,0,0,11,10,95,1,0,0,,,16,25.5,AlleDa02
Luke Farrell,JAX,TE,26,17,8,0,0,0,0,0,0,15,13,155,0,0,0,,,16,28.5,FarrLu00
Lucas Krull,DEN,TE,25,7,2,0,0,0,0,0,0,14,8,95,1,0,0,,,16,23.5,KrulLu00
John Metchie,HOU,WR,23,16,0,0,0,0,1,4,0,30,16,158,0,0,0,,,16,32.2,MetcJo00
Donovan Peoples-Jones,2TM,WR,24,15,6,0,0,0,0,0,0,25,13,155,0,1,0,,,16,28.5,PeopDo00
Kyle Philips,TEN,WR,24,9,0,0,0,0,0,0,0,22,15,181,0,1,1,,,16,31.1,PhilKy01
Irv Smith Jr.,CIN,TE,25,12,6,0,0,0,0,0,0,26,18,115,1,1,1,,,16,33.5,SmitIr01
John Bates,WAS,TE,26,17,4,0,0,0,0,0,0,28,19,151,0,0,0,,,15,34.1,BateJo00
Jalen Guyton,LAC,WR,26,8,3,0,0,0,0,0,0,21,10,89,1,0,0,,,15,24.9,GuytJa01
Charlie Kolar,BAL,TE,24,15,3,0,0,0,0,0,0,9,7,87,1,0,0,,,15,21.7,KolaCh00
David Moore,TAM,WR,28,7,0,0,0,0,0,0,0,7,5,94,1,0,0,,,15,20.4,MoorDa03
Ronnie Rivers,LAR,RB,24,9,1,0,0,0,32,129,0,5,5,22,0,0,0,,,15,20.1,RiveRo01
Jeremy Ruckert,NYJ,TE,23,15,6,0,0,0,0,0,0,22,16,151,0,0,0,,,15,31.1,RuckJe00
Trent Sherfield,BUF,WR,27,17,1,0,0,0,0,0,0,22,11,86,1,0,0,,,15,25.6,SherTr00
Josh Whyle,TEN,TE,24,11,3,0,0,0,0,0,0,15,9,94,1,0,0,,,15,24.4,WhylJo01
Brock Wright,DET,TE,25,14,4,0,0,0,0,0,0,14,13,91,1,0,0,,,15,28.1,WrigBr01
Chase Claypool,2TM,WR,25,12,2,0,0,0,0,0,0,21,8,77,1,0,0,,,14,21.7,ClayCh01
Jeff Driskel,CLE,QB,30,1,1,166,2,2,7,33,0,0,0,0,0,0,0,,,14,13.9,DrisJe00
Xavier Hutchinson,HOU,WR,23,16,0,0,0,0,5,49,0,19,8,90,0,0,0,,,14,21.9,HutcXa00
Charlie Jones,CIN,WR,25,11,0,0,0,0,2,13,0,9,7,64,0,0,0,,,14,20.7,JoneCh11
Terrace Marshall Jr.,CAR,WR,23,9,4,0,0,0,0,0,0,33,19,139,0,1,0,,,14,32.9,MarsTe00
Byron Pringle,WAS,WR,30,17,1,0,0,0,0,0,0,22,14,161,0,1,1,,,14,28.1,PrinBy00
Ben Skowronek,LAR,WR,26,17,0,0,0,0,2,9,0,12,8,66,1,0,0,,,14,21.5,SkowBe00
Tyquan Thornton,NWE,WR,23,9,3,0,0,0,3,51,0,23,13,91,0,0,0,,,14,27.2,ThorTy00
Jordan Akins,CLE,TE,31,17,4,0,0,0,0,0,0,23,15,132,0,0,0,,,13,28.2,AkinJo00
Isaiah Spiller,LAC,RB,22,9,0,0,0,0,37,96,0,6,6,34,0,0,0,,,13,19.0,SpilIs00
Stephen Sullivan,CAR,TE,27,11,0,0,0,0,0,0,0,24,12,125,0,0,0,,,13,24.5,SullSt00
Lynn Bowden Jr.,NOR,WR,26,15,3,0,0,0,5,32,0,16,11,83,0,1,0,,,12,22.5,BowdLy00
Jason Brownlee,NYJ,WR,24,7,5,0,0,0,0,0,0,8,5,56,1,0,0,,,12,16.6,BrowJa07
Randall Cobb,NYJ,WR,33,11,1,0,0,0,0,0,0,17,5,39,1,0,0,1,,12,16.9,CobbRa00
Tyler Goodson,IND,RB,23,6,1,0,0,0,13,87,0,9,6,34,0,0,0,,,12,18.1,GoodTy00
Alec Ingold*,MIA,FB,27,17,13,0,0,0,2,0,0,16,13,119,0,0,0,,,12,24.9,IngoAl01
Marcus Mariota,PHI,QB,30,3,0,164,1,1,8,52,0,0,0,0,0,1,1,,,12,11.8,MariMa01
D.J. Montgomery,IND,WR,27,7,0,0,0,0,0,0,0,8,3,56,1,0,0,,,12,14.6,MontDJ01
Boston Scott,PHI,RB,28,15,0,0,0,0,20,86,0,6,4,52,0,1,1,,,12,15.8,ScotBo02
Laviska Shenault Jr.,CAR,WR,25,8,0,0,0,0,12,55,0,10,10,60,0,1,0,,,12,21.5,ShenLa00
Cole Turner,WAS,TE,23,12,1,0,0,0,0,0,0,15,11,120,0,0,0,,,12,23.0,TurnCo00
C.J. Uzomah,NYJ,TE,30,12,8,0,0,0,0,0,0,12,8,58,1,0,0,,,12,19.8,UzomC.00
Jameis Winston,NOR,QB,29,7,0,264,2,3,5,-6,0,0,0,0,0,0,0,,,12,12.0,WinsJa00
Raheem Blackshear,CAR,RB,24,12,0,0,0,0,14,46,0,7,6,45,0,0,0,1,,11,17.1,BlacRa00
Brandon Bolden,LVR,RB,33,17,0,0,0,0,4,31,1,0,0,0,0,0,0,1,,11,11.1,BoldBr00
Tim Boyle,NYJ,QB,29,3,2,360,1,4,4,5,0,0,0,0,0,2,0,,,11,10.9,BoylTi00
Chris Brooks,MIA,RB,23,9,0,0,0,0,19,106,0,0,0,0,0,0,0,,,11,10.6,BrooCh00
Mecole Hardman,2TM,WR,25,11,2,0,0,0,1,3,0,24,15,124,0,1,1,,,11,25.7,HardMe00
La'Mical Perine,KAN,RB,25,3,1,0,0,0,22,77,0,5,3,33,0,0,0,,,11,14.0,PeriLa00
Patrick Ricard,BAL,FB,29,17,9,0,0,0,0,0,0,7,5,52,1,0,0,,,11,16.2,RicaPa00
Robert Tonyan,CHI,TE,29,17,6,0,0,0,0,0,0,17,11,112,0,0,0,,,11,22.2,TonyRo00
Emanuel Wilson,GNB,RB,24,7,0,0,0,0,14,85,0,5,4,23,0,1,0,,,11,14.8,WilsEm00
Lawrence Cager,NYG,TE,26,11,0,0,0,0,0,0,0,5,4,36,1,0,0,,,10,13.6,CageLa01
Parris Campbell,NYG,WR,26,12,3,0,0,0,0,0,0,27,20,104,0,0,0,,,10,30.4,CampPa00
J.K. Dobbins,BAL,RB,25,1,1,0,0,0,8,22,1,3,2,15,0,0,0,,,10,11.7,DobbJK00
Marquise Goodwin,CLE,WR,33,12,0,0,0,0,4,33,0,13,4,67,0,0,0,,,10,14.0,GoodMa00
Keaontay Ingram,ARI,RB,24,8,1,0,0,0,35,74,0,4,4,26,0,0,0,,,10,14.0,IngrKe01
Case Keenum,HOU,QB,35,2,2,291,1,3,2,1,0,0,0,0,0,1,0,,,10,9.7,KeenCa00
Keith Kirkwood,NOR,WR,29,13,4,0,0,0,0,0,0,9,5,37,1,0,0,,,10,14.7,KirkKe00
Hunter Luepke,DAL,RB,23,17,0,0,0,0,6,19,1,4,3,18,0,0,0,,,10,12.7,LuepHu00
Sterling Shepard,NYG,WR,30,15,2,0,0,0,1,6,0,22,10,57,1,1,1,,,10,20.3,ShepSt00
Brenton Strange,JAX,TE,23,14,4,0,0,0,0,0,0,9,5,35,1,0,0,,,10,14.5,StraBr00
Israel Abanikanda,NYJ,RB,21,6,0,0,0,0,22,70,0,11,7,43,0,1,1,,,9,16.3,AbanIs00
Nick Bawden,NYJ,FB,27,16,2,0,0,0,2,4,1,3,3,21,0,0,0,,,9,11.5,BawdNi00
Richie James,KAN,WR,28,9,1,0,0,0,0,0,0,14,10,114,0,2,1,,,9,19.4,JameRi00
Marcedes Lewis,CHI,TE,39,17,4,0,0,0,0,0,0,5,4,29,1,0,0,,,9,12.9,LewiMa00
Quintin Morris,BUF,TE,24,15,0,0,0,0,0,0,0,3,2,26,1,0,0,,,9,10.6,MorrQu00
Geoff Swaim,ARI,TE,30,14,8,0,0,0,0,0,0,11,10,94,0,0,0,,,9,19.4,SwaiGe00
Brycen Hopkins,LAR,TE,26,15,0,0,0,0,0,0,0,7,5,78,0,0,0,,,8,12.8,HopkBr01
Tim Jones,JAX,WR,25,17,2,0,0,0,0,0,0,18,11,83,0,0,0,,,8,19.3,JoneTi00
Dare Ogunbowale,HOU,RB,29,12,0,0,0,0,8,35,0,7,2,18,0,0,0,,,8,10.3,OgunDa00
Ben Sims,GNB,TE,23,17,1,0,0,0,0,0,0,6,4,21,1,0,0,,,8,12.1,SimsBe00
Samori Toure,GNB,WR,25,11,0,0,0,0,0,0,0,18,8,78,0,1,1,1,,8,15.8,TourSa00
Deuce Vaughn,DAL,RB,22,7,0,0,0,0,23,40,0,7,7,40,0,0,0,,,8,15.0,VaugDe00
Trayveon Williams,CIN,RB,26,17,0,0,0,0,15,69,0,9,7,10,0,0,0,,,8,14.9,WillTr06
Blake Bell,KAN,TE,32,17,3,0,0,0,0,0,0,9,5,26,1,1,1,,,7,11.6,BellBl00
Gary Brightwell,NYG,RB,24,7,0,0,0,0,9,19,0,7,5,47,0,0,0,,,7,11.6,BrigGa00
Chris Conley,SFO,WR,31,8,0,0,0,0,0,0,0,6,3,69,0,0,0,,,7,9.9,ConlCh00
Josiah Deguara,GNB,TE,26,15,4,0,0,0,0,0,0,8,8,65,0,0,0,,,7,14.5,DeguJo00
Simi Fehoko,LAC,WR,26,6,0,0,0,0,0,0,0,2,1,9,1,0,0,,,7,7.9,FehoSi00
Eric Gray,NYG,RB,24,13,0,0,0,0,17,48,0,7,6,22,0,3,0,,,7,13.0,GrayEr01
Tyler Johnson,LAR,WR,25,1,0,0,0,0,0,0,0,3,2,8,1,0,0,,,7,8.8,JohnTy00
Velus Jones Jr.,CHI,WR,26,14,0,0,0,0,8,51,0,7,4,20,0,0,0,,,7,11.1,JoneVe00
Clayton Tune,ARI,QB,24,7,1,62,0,2,8,30,1,0,0,0,0,2,1,1,,7,7.5,TuneCl00
Tylan Wallace,BAL,WR,24,11,0,0,0,0,0,0,0,2,1,11,0,0,0,,,7,8.1,WallTy00
Jalen Brooks,DAL,WR,23,7,0,0,0,0,0,0,0,6,6,64,0,0,0,,,6,12.4,BrooJa03
DeAndre Carter,LVR,WR,30,17,1,0,0,0,3,18,0,7,4,39,0,2,0,,,6,9.7,CartDe02
Payne Durham,TAM,TE,23,13,2,0,0,0,0,0,0,7,5,58,0,0,0,,,6,10.8,DurhPa00
Blaine Gabbert,KAN,QB,34,2,1,185,0,3,7,45,0,0,0,0,0,0,0,,,6,5.9,GabbBl00
Rakim Jarrett,TAM,WR,22,10,0,0,0,0,1,0,0,9,4,60,0,0,0,,,6,10.0,JarrRa00
Ko Kieft,TAM,TE,25,16,6,0,0,0,0,0,0,5,1,2,1,0,0,,,6,7.2,KiefKo00
Isaiah McKenzie,IND,WR,28,13,2,0,0,0,3,14,0,14,11,82,0,3,2,,,6,16.6,McKeIs00
Equanimeous St. Brown,CHI,WR,27,7,2,0,0,0,0,0,0,6,5,62,0,0,0,,,6,11.2,St.BEq00
Ian Thomas,CAR,TE,27,12,5,0,0,0,0,0,0,9,5,56,0,0,0,,,6,10.6,ThomIa00
Darnell Washington,PIT,TE,22,17,7,0,0,0,0,0,0,10,7,61,0,0,0,,,6,13.1,WashDa03
Mitchell Wilcox,CIN,TE,27,17,4,0,0,0,0,0,0,12,9,56,0,0,0,,,6,14.6,WilcMi01
Damien Williams,ARI,RB,31,3,0,0,0,0,11,43,0,2,2,12,0,0,0,,,6,7.5,WillDa05
