team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard_10,fantasy_points_ppr_10,player_id,year
SEA,WR,24,14,1,0,0,0,3,25,0,34,17,301,2,2,1,0,0,430,596,MoorDa03,2019
MIN,TE,21,16,7,0,0,0,0,0,0,47,36,311,2,1,0,0,0,430,791,SmitIr01,2019
NWE,RB,29,15,2,0,0,0,15,68,3,11,9,111,1,0,0,0,0,420,509,BoldBr00,2019
BAL,RB,22,16,0,0,0,0,58,225,2,15,8,70,0,0,0,0,0,420,495,HillJu00,2019
NYG,WR,27,15,10,0,0,0,0,0,0,42,24,300,2,0,0,0,0,420,660,LatiCo00,2019
KAN,QB,35,6,2,659,4,0,5,-1,0,0,0,0,0,2,0,0,0,420,423,MoorMa01,2019
DET,RB,25,6,5,0,0,0,89,377,1,4,1,5,0,1,1,0,0,420,432,ScarBo01,2019
GNB,WR,25,16,6,0,0,0,1,7,0,55,34,287,2,2,1,1,0,410,754,AlliGe01,2019
NOR,TE,29,16,11,0,0,0,0,0,0,35,25,226,3,0,0,0,0,410,656,HillJo02,2019
TEN,RB,29,16,1,0,0,0,54,209,0,32,25,164,1,1,1,0,0,410,663,LewiDi00,2019
LAR,WR,24,16,2,0,0,0,5,23,0,43,21,326,1,0,0,0,0,410,619,ReynJo00,2019
ARI,WR,26,11,3,0,0,0,0,0,0,46,32,359,1,1,1,0,0,400,719,ByrdDa00,2019
IND,WR,25,8,6,0,0,0,0,0,0,33,17,277,2,0,0,0,0,400,567,JohnMa07,2019
TAM,RB,25,16,0,0,0,0,11,17,2,46,35,286,0,2,1,0,0,400,753,OgunDa00,2019
BAL,WR,28,16,0,0,0,0,0,0,0,35,21,271,2,0,0,0,0,390,601,RobeSe00,2019
MIA,RB,24,12,6,0,0,0,74,135,3,24,14,63,0,0,0,0,0,380,518,BallKa00,2019
CIN,RB,28,16,2,0,0,0,53,170,0,43,30,234,0,2,1,0,0,380,684,BernGi00,2019
BAL,WR,23,16,11,0,0,0,0,0,0,22,13,198,3,0,0,0,0,380,508,BoykMi00,2019
JAX,QB,30,4,4,736,3,2,4,23,0,0,0,0,0,2,2,0,1,380,377,FoleNi00,2019
JAX,RB,23,16,1,0,0,0,35,108,0,24,14,144,2,0,0,0,0,370,512,ArmsRy00,2019
NYG,RB,25,10,2,0,0,0,29,110,2,15,11,102,1,0,1,0,0,370,482,GallWa00,2019
WAS,WR,23,16,8,11,0,0,0,0,0,44,30,365,0,0,0,0,0,370,669,HarmKe00,2019
WAS,WR,27,10,6,0,0,0,1,0,0,42,28,245,2,0,0,0,0,370,645,RichPa01,2019
DEN,WR,24,16,2,0,0,0,0,0,0,52,28,297,1,0,0,0,0,360,637,HamiDa01,2019
DET,RB,22,16,1,0,0,0,63,273,0,31,24,109,0,1,1,0,0,360,602,JohnTy02,2019
BUF,WR,24,15,8,0,0,0,8,49,0,39,27,254,1,0,0,0,0,360,633,McKeIs00,2019
NWE,WR,23,15,1,0,0,0,0,0,0,41,26,359,0,0,0,0,0,360,619,MeyeJa01,2019
CIN,TE,26,16,16,0,0,0,0,0,0,40,27,242,2,0,0,0,0,360,632,UzomC.00,2019
CLE,TE,28,15,6,0,0,0,0,0,0,27,15,149,3,0,0,1,0,350,499,HarrDe03,2019
IND,RB,25,9,1,0,0,0,49,235,1,5,5,59,0,0,0,0,0,350,404,WillJo07,2019
DAL,WR,29,14,0,0,0,0,6,47,1,24,13,177,1,1,0,0,0,340,474,AustTa00,2019
TEN,TE,35,7,4,0,0,0,0,0,0,31,21,215,2,1,0,0,0,340,545,WalkHu00,2019
DEN,QB,27,3,3,515,3,2,10,39,0,0,0,0,0,0,0,0,0,330,325,AlleBr00,2019
DET,WR,26,9,0,0,0,0,1,7,0,11,7,261,1,0,0,0,0,330,398,HallMa02,2019
ATL,QB,38,6,1,580,3,1,3,-3,0,0,0,0,0,1,1,0,1,330,329,SchaMa00,2019
SEA,WR,29,14,4,0,0,0,0,0,0,28,16,220,2,1,1,0,0,320,480,BrowJa03,2019
NYJ,WR,23,13,4,0,0,0,3,52,1,31,17,225,0,1,1,0,0,320,487,SmitVy00,2019
PHI,WR,24,7,3,0,0,0,1,5,0,40,28,254,1,0,0,0,0,320,599,WardGr02,2019
2TM,WR,24,13,1,0,0,0,1,2,0,33,25,243,1,0,0,0,0,310,555,CoopPh00,2019
HOU,WR,22,9,4,0,0,0,2,14,1,36,22,254,0,1,1,0,0,310,528,CoutKe00,2019
SFO,RB,28,12,12,0,0,0,3,7,0,24,20,239,1,0,0,0,0,310,506,JuszKy00,2019
SEA,WR,23,15,3,0,0,0,0,0,0,22,15,245,1,0,0,0,0,310,455,TurnMa00,2019
ARI,TE,30,15,10,0,0,0,0,0,0,24,18,237,1,0,0,0,0,300,477,ClayCh00,2019
ATL,RB,23,8,0,0,0,0,22,50,4,2,1,7,0,1,0,0,0,300,307,OlliQa00,2019
IND,WR,25,12,6,0,0,0,1,18,0,28,16,179,2,2,1,0,0,300,457,RogeCh02,2019
WAS,TE,25,16,13,0,0,0,0,0,0,40,26,241,1,1,0,0,0,300,561,SpriJe00,2019
CAR,WR,30,16,9,0,0,0,1,-7,0,58,28,296,0,0,0,0,0,290,569,WrigJa02,2019
PHI,WR,33,3,3,0,0,0,0,0,0,10,9,159,2,0,0,0,0,280,369,JackDe00,2019
GNB,WR,27,14,4,0,0,0,0,0,0,21,12,219,1,0,0,0,0,280,399,KumeJa00,2019
TAM,WR,22,10,2,0,0,0,2,16,0,26,13,200,1,0,0,0,0,280,406,MillSc01,2019
TAM,WR,24,16,2,0,0,0,0,0,0,26,15,159,2,0,0,0,0,280,429,WatsJu01,2019
MIA,WR,27,10,2,0,0,0,4,5,1,33,19,164,0,2,1,0,0,270,459,GranJa00,2019
NWE,WR,22,7,5,0,0,0,5,49,0,24,12,105,2,0,0,0,0,270,394,HarrNK00,2019
JAX,TE,27,5,5,0,0,0,0,0,0,20,14,153,2,0,0,0,0,270,413,O'ShJa00,2019
MIA,RB,22,7,4,0,0,0,53,201,0,21,15,89,0,1,1,0,0,270,420,WaltMa00,2019
CHI,QB,33,3,1,435,3,2,6,6,0,0,0,0,0,0,0,0,0,260,260,DaniCh00,2019
TEN,RB,24,15,1,0,0,0,0,0,0,24,14,204,1,0,0,0,0,260,404,FirkAn00,2019
MIA,WR,23,8,0,0,0,0,1,11,0,35,23,244,0,0,0,0,0,260,485,FordIs00,2019
SFO,WR,29,9,6,0,0,0,1,15,0,21,12,186,1,0,0,0,0,260,381,GoodMa00,2019
CLE,RB,24,14,0,0,0,0,13,49,2,15,12,92,0,2,0,0,0,260,381,HillDo00,2019
ARI,WR,23,15,1,0,0,0,4,15,0,13,9,189,1,0,0,0,0,260,354,IsabAn00,2019
NYJ,RB,31,13,1,0,0,0,59,229,0,12,7,33,0,0,0,0,0,260,332,PoweBi00,2019
WAS,WR,24,12,6,0,0,0,0,0,0,47,26,198,1,1,1,1,0,260,518,QuinTr00,2019
CLE,WR,24,13,3,0,0,0,0,0,0,24,12,200,1,0,0,0,0,260,380,RatlDa00,2019
ARI,TE,25,16,10,0,0,0,0,0,0,19,15,202,1,0,0,0,0,260,412,WillMa04,2019
2TM,WR,24,5,1,0,0,0,0,0,0,14,8,127,2,0,0,0,0,250,327,ArnoDa00,2019
CIN,QB,25,3,3,474,2,2,10,77,0,0,0,0,0,4,3,0,0,250,247,FinlRy00,2019
ARI,WR,23,10,4,0,0,0,1,3,0,42,21,187,1,1,1,1,0,250,460,JohnKe07,2019
CHI,WR,28,16,4,0,0,0,17,103,0,17,11,83,0,0,0,0,0,250,356,PattCo00,2019
ATL,RB,24,7,0,0,0,0,22,106,1,14,11,87,0,0,0,0,0,250,363,SmitIt00,2019
CHI,WR,25,16,6,0,0,0,0,0,0,39,18,186,1,0,0,0,0,250,426,WimsJa00,2019
MIN,RB,26,16,0,0,0,0,23,115,0,21,15,88,1,1,1,0,0,240,393,AbduAm00,2019
MIA,RB,22,7,0,0,0,0,36,133,1,12,7,51,0,0,0,0,0,240,314,GaskMy00,2019
SFO,WR,24,11,4,16,0,0,0,0,0,24,11,109,2,0,0,0,0,240,345,PettDa00,2019
MIN,WR,24,13,1,0,0,0,0,0,0,16,9,184,1,0,0,0,0,240,334,TreaLa00,2019
ATL,WR,22,10,0,0,0,0,0,0,0,5,3,115,1,0,0,0,0,240,265,ZaccOl01,2019
PHI,WR,23,16,5,0,0,0,0,0,0,22,10,169,1,0,0,0,0,230,329,ArceJJ00,2019
CAR,RB,23,16,0,0,0,0,16,116,1,9,6,57,0,0,0,0,0,230,293,BonnRe00,2019
NYG,TE,31,10,7,0,0,0,0,0,0,28,18,167,1,0,0,0,0,230,407,ElliRh00,2019
NYG,WR,28,8,2,0,0,0,1,20,0,36,23,193,0,0,0,1,0,230,463,FowlBe00,2019
KAN,WR,26,16,0,0,0,0,0,0,0,16,12,170,1,0,0,0,0,230,350,PrinBy00,2019
KAN,RB,22,12,0,0,0,0,37,128,1,10,9,43,0,0,0,0,0,230,321,ThomDa06,2019
DET,TE,28,16,3,0,0,0,0,0,0,28,16,173,1,0,0,0,0,230,393,ThomLo00,2019
BUF,WR,27,4,3,0,0,0,0,0,0,19,12,166,1,0,0,0,0,230,346,WillDu01,2019
LAC,RB,23,7,0,0,0,0,29,200,0,11,9,22,0,0,0,0,0,220,312,JackJu01,2019
2TM,WR,24,15,9,0,0,0,1,3,0,45,27,216,0,0,0,0,0,220,489,JoneZa00,2019
GNB,TE,35,16,11,0,0,0,0,0,0,19,15,156,1,0,0,0,0,220,366,LewiMa00,2019
DEN,WR,26,8,2,0,0,0,0,0,0,31,16,218,0,0,0,0,0,220,378,PatrTi00,2019
SFO,TE,24,16,6,0,0,0,0,0,0,22,15,91,2,0,0,0,0,210,361,DwelRo00,2019
ATL,TE,24,16,0,0,0,0,0,0,0,10,9,149,1,0,0,0,0,210,299,GrahJa01,2019
MIN,RB,26,16,7,0,0,0,7,17,0,26,17,149,1,1,1,0,0,210,376,HamxC.00,2019
IND,QB,34,4,1,372,4,4,8,2,0,0,0,0,0,2,1,0,0,210,211,HoyeBr00,2019
TEN,WR,25,8,1,0,0,0,1,-5,0,12,9,170,1,1,1,0,0,210,295,RaymKa00,2019
IND,WR,22,7,3,0,0,0,4,34,0,24,18,127,1,3,1,0,0,200,381,CampPa00,2019
OAK,TE,29,16,4,0,0,0,1,27,0,19,13,108,1,0,0,0,0,200,325,CarrDe00,2019
3TM,WR,26,14,4,0,0,0,4,73,1,11,8,111,0,3,2,0,0,200,284,DaviTr03,2019
ATL,WR,28,16,1,0,0,0,0,0,0,26,19,195,0,0,0,0,0,200,385,HardJu00,2019
SFO,WR,24,16,1,0,0,0,2,-1,0,10,6,165,1,1,1,0,0,200,264,JameRi00,2019
CAR,TE,23,16,3,0,0,0,0,0,0,30,16,136,1,0,0,0,0,200,356,ThomIa00,2019
NWE,TE,27,11,8,0,0,0,0,0,0,19,13,131,1,0,0,0,0,190,321,LaCoMa00,2019
NYJ,WR,26,16,2,0,0,0,32,103,0,17,13,90,0,0,0,0,0,190,323,MontTy01,2019
SEA,RB,25,9,0,0,0,0,23,72,1,12,10,76,0,1,1,0,0,190,288,ProsC.00,2019
WAS,TE,35,4,1,0,0,0,0,0,0,19,10,123,1,0,0,0,0,180,283,DaviVe00,2019
LAR,RB,22,13,0,0,0,0,39,147,0,6,4,37,0,0,0,0,0,180,224,HendDa00,2019
2TM,WR,30,7,1,0,0,0,0,0,0,21,12,181,0,0,0,0,0,180,301,InmaDo00,2019
MIA,QB,22,6,3,567,1,5,3,13,0,0,0,0,0,1,0,0,0,180,180,RoseJo01,2019
DEN,TE,27,14,11,0,0,0,0,0,0,20,14,114,1,0,0,0,0,170,314,HeueJe00,2019
SEA,RB,21,16,1,0,0,0,18,114,0,13,11,56,0,0,0,0,0,170,280,HomeTr00,2019
NWE,TE,24,6,4,0,0,0,0,0,0,9,6,114,1,0,0,0,0,170,234,IzzoRy00,2019
HOU,QB,29,2,1,225,0,1,5,39,1,0,0,0,0,0,0,0,0,170,169,McCaA.00,2019
CAR,QB,30,2,2,572,0,1,5,-2,0,0,0,0,0,2,2,0,0,170,167,NewtCa00,2019
2TM,TE,27,12,5,0,0,0,0,0,0,18,13,109,1,1,0,0,0,170,299,OLeaNi00,2019
DAL,WR,27,4,2,0,0,0,0,0,0,9,5,113,1,0,0,0,0,170,223,SmitDe04,2019
2TM,TE,26,16,7,0,0,0,0,0,0,22,17,166,0,0,0,0,0,170,336,VannNi00,2019
NWE,TE,39,10,8,0,0,0,0,0,0,24,17,173,0,0,0,0,0,170,343,WatsBe00,2019
BUF,RB,26,6,0,0,0,0,17,63,0,15,13,124,0,1,1,0,0,170,297,YeldT.00,2019
DEN,TE,23,16,6,6,0,0,1,3,0,12,9,90,1,0,0,0,0,160,245,BeckAn01,2019
BAL,QB,29,7,1,225,1,2,20,70,0,0,0,0,0,0,0,0,0,160,160,GrifRo01,2019
WAS,TE,23,11,4,0,0,0,0,0,0,14,8,103,1,0,0,0,0,160,243,HentHa00,2019
GNB,TE,25,11,1,0,0,0,0,0,0,15,10,100,1,0,0,0,0,160,260,TonyRo00,2019
PHI,TE,26,5,0,0,0,0,0,0,0,13,9,87,1,0,0,0,0,150,237,PerkJo02,2019
TEN,TE,27,16,10,0,0,0,0,0,0,8,6,90,1,0,0,0,0,150,210,PruiMy00,2019
WAS,RB,25,15,0,0,0,0,22,81,0,13,9,64,0,0,0,0,0,150,235,SmalWe00,2019
HOU,WR,26,16,3,0,0,0,0,0,0,14,11,162,0,2,1,0,0,140,252,CartDe02,2019
JAX,TE,26,12,6,0,0,0,0,0,0,18,12,140,0,0,0,0,0,140,260,DevaSe00,2019
PIT,RB,25,11,0,0,0,0,22,92,0,7,6,48,0,0,0,0,0,140,200,EdmuTr00,2019
LAC,TE,31,15,4,0,0,0,0,0,0,13,9,78,1,0,0,0,0,140,228,GreeVi00,2019
DET,RB,24,1,1,0,0,0,10,21,2,2,2,1,0,0,0,0,0,140,162,HillWe00,2019
DET,TE,25,16,11,0,0,0,0,0,0,27,16,142,0,0,0,0,0,140,302,JameJe00,2019
NYJ,WR,27,16,5,0,0,0,0,0,0,11,7,72,1,0,0,0,0,130,202,BrowDa04,2019
OAK,WR,23,8,2,0,0,0,0,0,0,14,11,133,0,0,0,0,0,130,243,DossKe00,2019
2TM,WR,26,16,3,0,0,0,0,0,0,23,10,125,0,0,0,0,0,130,225,HollMa00,2019
CHI,TE,22,6,1,0,0,0,0,0,0,10,8,87,1,1,1,0,0,130,207,HorsJe00,2019
BUF,TE,27,11,3,0,0,0,0,0,0,14,6,71,1,0,0,0,0,130,191,KrofTy00,2019
PIT,QB,37,2,2,351,0,1,1,7,0,0,0,0,0,1,0,0,0,130,127,RoetBe00,2019
PIT,RB,23,6,0,0,0,0,24,122,0,1,1,9,0,0,0,0,0,130,141,WhytKe00,2019
CHI,TE,25,11,3,0,0,0,0,0,0,11,6,59,1,0,0,0,0,120,179,BrauBe00,2019
NWE,WR,31,1,0,0,0,0,1,5,0,8,4,56,1,0,0,0,0,120,161,BrowAn04,2019
2TM,WR,23,13,6,0,0,0,0,0,0,20,9,124,0,0,0,0,0,120,214,CainDe00,2019
CLE,WR,25,10,1,0,0,0,0,0,0,11,4,55,1,0,0,0,0,120,155,HiggRa00,2019
OAK,RB,23,16,4,0,0,0,10,17,0,6,6,44,1,0,0,0,0,120,181,IngoAl01,2019
NYG,RB,28,10,0,0,0,0,10,36,1,2,1,9,0,0,0,0,0,110,115,AlleJa01,2019
CLE,TE,23,9,5,0,0,0,0,0,0,7,5,51,1,0,0,0,0,110,161,CarlSt00,2019
BAL,RB,25,16,7,0,0,0,0,0,0,11,8,47,1,0,0,0,0,110,187,RicaPa00,2019
PHI,RB,36,6,1,0,0,0,17,66,0,10,6,24,0,1,0,1,0,110,170,SproDa00,2019
BUF,TE,24,6,1,0,0,0,0,0,0,13,8,114,0,0,0,0,0,110,194,SweeTo00,2019
CAR,WR,26,8,0,0,0,0,0,0,0,12,8,106,0,1,0,0,0,110,186,ZylsBr00,2019
OAK,WR,25,11,0,0,0,0,0,0,0,10,5,116,0,1,1,0,0,100,146,AtemMa00,2019
NYJ,WR,24,16,0,0,0,0,0,0,0,13,6,115,0,1,1,0,0,100,155,BerrBr00,2019
DEN,TE,24,11,5,0,0,0,0,0,0,9,6,38,1,0,0,0,0,100,158,FumaTr00,2019
NOR,WR,22,14,1,0,0,0,4,31,0,6,6,24,0,3,1,0,0,100,155,HarrDe07,2019
DEN,RB,26,7,3,0,0,0,1,1,1,5,5,42,0,0,0,0,0,100,153,JanoAn00,2019
NYG,WR,27,3,0,0,0,0,0,0,0,4,3,38,1,3,0,0,0,100,128,JoneT.00,2019
OAK,WR,27,2,1,0,0,0,0,0,0,5,4,36,1,0,0,0,0,100,136,NelsJJ00,2019
CLE,TE,23,4,1,0,0,0,0,0,0,10,5,41,1,0,0,0,0,100,151,NjokDa00,2019
GNB,RB,26,15,4,0,0,0,1,3,0,12,7,97,0,0,0,0,0,100,170,VitaDa00,2019
LAC,RB,27,16,2,0,0,0,7,10,1,5,3,32,0,0,0,0,0,100,132,WattDe00,2019
IND,TE,26,16,2,0,0,0,0,0,0,11,8,93,0,0,0,0,0,90,173,AlieMo00,2019
ATL,RB,30,14,0,3,0,0,4,28,0,8,6,22,0,4,1,0,0,90,151,BarnKe00,2019
ATL,WR,23,9,3,0,0,0,0,0,0,24,11,91,0,0,0,0,0,90,201,BlakCh00,2019
CLE,WR,22,4,2,0,0,0,0,0,0,15,8,89,0,0,0,0,0,90,169,CallAn00,2019
NYJ,QB,25,3,2,416,0,3,0,0,0,0,0,0,0,2,1,0,0,90,86,FalkLu00,2019
BUF,WR,25,13,2,0,0,0,2,29,0,18,3,64,0,0,0,0,0,90,123,FostRo01,2019
2TM,TE,26,15,7,0,0,0,0,0,0,8,7,91,0,0,0,0,0,90,161,HoltJ.01,2019
CLE,RB,23,16,0,0,0,0,4,21,0,7,6,71,0,0,0,0,0,90,152,JohnDE04,2019
SEA,RB,33,1,0,0,0,0,12,34,1,0,0,0,0,0,0,0,0,90,94,LyncMa00,2019
BUF,WR,32,16,5,0,0,0,0,0,0,5,4,31,1,0,0,0,0,90,131,SmitLe00,2019
CAR,RB,25,16,1,0,0,0,6,11,1,2,2,6,0,0,0,0,0,80,97,ArmaAl00,2019
SEA,RB,30,14,1,0,0,0,0,0,0,2,2,23,1,0,0,0,0,80,103,BellNi01,2019
DAL,WR,23,12,0,0,0,0,0,0,0,1,1,15,1,0,0,0,0,80,85,BryaVe00,2019
CHI,TE,28,8,5,0,0,0,0,0,0,24,14,84,0,0,0,0,0,80,224,BurtTr01,2019
CLE,WR,24,16,1,0,0,0,0,0,0,10,4,76,0,0,0,0,0,80,116,HodgKh00,2019
ARI,WR,23,16,1,0,0,0,0,0,0,13,4,80,0,0,0,0,0,80,120,SherTr00,2019
CIN,WR,22,10,2,0,0,0,0,0,0,16,9,82,0,0,0,0,0,80,172,WillDa11,2019
SEA,TE,29,8,7,0,0,0,0,0,0,10,8,79,0,0,0,0,0,80,159,WillLu00,2019
MIN,WR,25,3,0,0,0,0,0,0,0,2,2,70,0,3,0,0,0,70,90,BeebCh00,2019
KAN,TE,28,15,7,0,0,0,0,0,0,15,8,67,0,0,0,0,0,70,147,BellBl00,2019
DEN,RB,27,16,0,0,0,0,2,9,0,9,6,57,0,0,0,0,0,70,126,BookDe00,2019
2TM,RB,27,3,1,0,0,0,18,48,0,4,4,18,0,0,0,0,0,70,106,CarsTr01,2019
CIN,TE,24,15,0,0,0,0,0,0,0,3,2,13,1,0,0,0,0,70,93,CartCe00,2019
CAR,WR,32,7,1,0,0,0,0,0,0,15,8,67,0,0,0,0,0,70,147,HogaCh00,2019
LAC,RB,26,14,0,0,0,0,10,20,0,3,2,14,1,1,1,0,0,70,94,PopeTr00,2019
CHI,WR,23,5,0,0,0,0,0,0,0,7,6,69,0,0,0,0,0,70,129,RidlRi00,2019
CHI,RB,25,8,2,0,0,0,0,0,0,13,9,74,0,1,1,1,0,70,164,ShahAd00,2019
MIA,TE,24,16,14,0,0,0,0,0,0,14,7,65,0,0,0,0,0,70,135,SmytDu00,2019
JAX,TE,26,6,2,0,0,0,0,0,0,17,13,65,0,0,0,0,0,70,195,SwaiGe00,2019
KAN,RB,28,3,1,0,0,0,17,51,0,7,5,22,0,1,0,0,0,70,123,WareSp00,2019
NOR,RB,25,16,0,0,0,0,8,60,0,1,1,6,0,0,0,0,0,70,76,WashDw00,2019
BUF,QB,29,2,0,359,0,3,2,-4,0,0,0,0,0,3,1,0,0,60,60,BarkMa00,2019
MIN,TE,24,15,1,0,0,0,0,0,0,10,8,58,0,0,0,0,0,60,138,ConkTy00,2019
ARI,QB,26,3,0,49,0,0,7,41,0,0,0,0,0,0,0,0,0,60,61,HundBr00,2019
PIT,WR,27,5,0,0,0,0,0,0,0,10,4,61,0,0,0,0,0,60,101,JoneTe02,2019
DET,WR,23,7,2,0,0,0,0,0,0,10,3,60,0,0,0,0,0,60,90,LacyCh00,2019
NOR,RB,29,12,2,0,0,0,7,20,0,10,6,36,0,0,0,0,0,60,116,LineZa01,2019
LAC,WR,25,13,5,0,0,0,0,0,0,17,6,56,0,0,0,0,0,60,116,PattAn00,2019
LAC,QB,30,8,0,33,1,0,10,7,0,1,0,0,0,0,0,0,0,60,60,TaylTy00,2019
MIA,TE,28,7,3,0,0,0,0,4,0,8,4,57,0,0,0,0,0,60,101,WalfCl00,2019
CIN,RB,25,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,60,WilsBr01,2019
TEN,RB,23,6,3,0,0,0,0,0,0,5,4,54,0,0,0,0,0,50,94,BlasKh00,2019
PHI,WR,22,1,1,0,0,0,0,0,0,4,2,48,0,0,0,0,0,50,68,BurnDe00,2019
2TM,WR,26,12,1,0,0,0,13,27,0,8,7,22,0,0,0,0,0,50,119,DaviMi01,2019
BUF,RB,30,16,4,0,0,0,3,7,0,7,5,41,0,0,0,0,0,50,98,DiMaPa00,2019
NYG,RB,24,3,1,0,0,0,30,91,0,4,3,1,0,2,2,0,0,50,82,HillJo03,2019
MIN,WR,23,5,1,0,0,0,0,0,0,4,2,46,0,0,0,0,0,50,66,HollAl00,2019
HOU,RB,31,11,0,0,0,0,9,40,0,1,1,9,0,0,0,0,0,50,59,JoneTa00,2019
LAC,TE,31,12,1,0,0,0,0,0,0,7,3,50,0,0,0,0,0,50,80,KendLa00,2019
JAX,RB,23,10,0,0,0,0,9,27,0,5,3,23,0,0,0,0,0,50,80,OzigDe01,2019
NYG,RB,26,16,1,0,0,0,15,39,0,4,2,9,0,0,0,0,0,50,68,PennEl00,2019
ATL,TE,31,15,9,0,0,0,0,0,0,14,8,53,0,1,0,0,0,50,133,StocLu00,2019
NYJ,TE,24,16,1,0,0,0,1,2,0,3,2,47,0,0,0,0,0,50,69,WescTr00,2019
CAR,WR,28,10,0,0,0,0,0,0,0,9,4,51,0,0,0,0,0,50,91,WhitDe01,2019
DAL,WR,24,6,0,0,0,0,0,0,0,8,5,46,0,0,0,0,0,50,96,WilsCe01,2019
KAN,TE,24,9,1,0,0,0,0,0,0,4,3,50,0,0,0,0,0,50,80,YeldDe00,2019
DET,RB,28,2,0,0,0,0,16,43,0,0,0,0,0,0,0,0,0,40,43,AndeC.00,2019
LAC,WR,27,7,1,0,0,0,0,0,0,3,3,38,0,0,0,0,0,40,68,DaviGe00,2019
OAK,QB,30,2,0,56,1,0,2,0,0,0,0,0,0,3,1,0,0,40,42,GlenMi00,2019
WAS,QB,33,1,1,122,0,1,2,14,0,0,0,0,0,2,0,0,0,40,43,McCoCo00,2019
HOU,WR,25,3,1,0,0,0,0,0,0,6,2,37,0,0,0,0,0,40,57,MitcSt02,2019
LAC,WR,24,10,0,0,0,0,0,0,0,5,2,43,0,0,0,0,0,40,63,MoorJa02,2019
DET,RB,25,4,0,0,0,0,12,29,0,1,1,9,0,0,0,0,0,40,48,PerkPa00,2019
PHI,RB,26,3,0,0,0,0,10,30,0,1,0,0,0,0,0,0,0,30,30,AjayJa00,2019
LAC,WR,30,5,2,0,0,0,0,0,0,16,6,30,0,0,0,0,0,30,90,BenjTr00,2019
JAX,WR,26,4,0,0,0,0,0,0,0,4,2,31,0,0,0,0,0,30,51,BoarC.00,2019
CLE,TE,25,9,6,0,0,0,0,0,0,3,2,27,0,0,0,0,0,30,47,BrowPh01,2019
NYG,WR,25,16,0,0,0,0,0,0,0,5,3,28,0,0,0,0,0,30,58,CoreCo00,2019
TEN,RB,25,2,0,0,0,0,11,26,0,1,0,0,0,0,0,0,0,30,26,DawkDa01,2019
IND,WR,25,1,1,0,0,0,0,0,0,5,3,32,0,0,0,0,0,30,62,FuncDe00,2019
PIT,WR,29,16,3,0,0,0,1,9,0,15,3,21,0,0,0,0,0,30,60,HoltJo00,2019
TAM,TE,25,9,1,0,0,0,0,0,0,5,2,26,0,0,0,0,0,30,46,HudsTa00,2019
TAM,WR,24,2,1,0,0,0,0,0,0,4,2,34,0,0,0,0,0,30,54,HymaIs00,2019
2TM,WR,27,3,1,0,0,0,0,0,0,12,4,33,0,0,0,0,0,30,73,MattJo00,2019
TAM,TE,27,1,0,0,0,0,0,0,0,1,1,30,0,0,0,0,0,30,40,McElCo00,2019
LAR,TE,25,13,2,0,0,0,0,0,0,7,4,26,0,0,0,0,0,30,66,MundJo00,2019
BUF,WR,31,13,0,0,0,0,1,7,0,7,3,20,0,1,0,0,0,30,57,RobeAn00,2019
CIN,TE,23,9,2,0,0,0,0,0,0,6,5,30,0,0,0,0,0,30,80,SampDr00,2019
NYG,WR,24,5,2,0,0,0,1,5,0,3,2,22,0,0,0,0,0,30,47,ScotDa02,2019
NYG,WR,29,3,0,0,0,0,0,0,0,8,3,25,0,0,0,0,0,30,55,ShepRu00,2019
KAN,RB,31,16,0,0,0,0,4,9,0,3,2,22,0,0,0,0,0,30,51,SherAn00,2019
WAS,WR,23,7,1,0,0,0,0,0,0,3,2,27,0,0,0,0,0,30,47,SimsCa00,2019
PIT,WR,25,9,0,0,0,0,0,0,0,11,8,27,0,1,0,0,0,30,107,SwitRy00,2019
DET,RB,23,10,2,0,0,0,0,0,0,6,4,17,0,0,0,0,0,20,57,BawdNi00,2019
NYJ,WR,30,7,0,0,0,0,0,0,0,3,2,20,0,0,0,0,0,20,40,BellJo02,2019
DEN,WR,26,13,1,0,0,0,0,0,0,3,2,21,0,1,0,0,0,20,41,BrowFr01,2019
ARI,WR,32,2,1,0,0,0,0,0,0,5,4,22,0,0,0,0,0,20,62,CrabMi00,2019
TEN,WR,24,1,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,20,26,DaviRa01,2019
2TM,WR,24,6,3,0,0,0,0,0,0,5,2,17,0,0,0,0,0,20,37,DaviRo00,2019
IND,WR,22,13,0,0,0,0,0,0,0,2,2,17,0,0,0,0,0,20,37,DuliAs00,2019
2TM,RB,26,10,0,0,0,0,1,10,0,4,2,11,0,2,0,0,0,20,41,ErviTy00,2019
TEN,WR,27,8,0,0,0,0,0,0,0,5,2,17,0,0,0,0,0,20,37,JennDa00,2019
JAX,WR,28,6,1,0,0,0,1,1,0,4,3,18,0,0,0,0,0,20,49,LeexMa00,2019
TAM,RB,25,12,0,0,0,0,3,10,0,3,2,13,0,0,0,0,0,20,43,LogaT.00,2019
2TM,WR,26,8,2,0,0,0,0,0,0,15,4,18,0,0,0,0,0,20,58,MoncDo00,2019
