name,team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard_10,fantasy_points_ppr_10,player_id,year
Josh Gordon,KAN,WR,30,12,7,0,0,0,0,0,0,14,5,32,1,0,0,0,0,90,142,GordJo02,2021
JaQuan Hardy,DAL,RB,24,3,0,0,0,0,4,29,1,0,0,0,0,0,0,0,0,90,89,HardJa01,2021
Deon Jackson,IND,RB,22,9,0,0,0,0,13,31,1,0,0,0,0,0,0,0,0,90,91,JackDe02,2021
Andy Janovich,CLE,RB,28,13,3,0,0,0,2,0,1,4,3,9,0,0,0,1,0,90,119,JanoAn00,2021
Sean McKeon,DAL,TE,24,9,2,0,0,0,0,0,0,6,4,27,1,0,0,0,0,90,127,McKeSe01,2021
Anthony Miller,2TM,WR,27,3,1,0,0,0,0,0,0,12,6,25,1,0,0,0,0,90,145,MillAn02,2021
Keith Smith,ATL,RB,29,17,8,0,0,0,9,31,0,10,9,56,0,0,0,0,0,90,177,SmitKe03,2021
Kyle Allen,WAS,QB,25,2,0,120,1,0,2,11,0,0,0,0,0,1,1,0,0,80,79,AlleKy00,2021
Alex Armah,2TM,RB,27,11,2,0,0,0,5,21,0,1,1,1,1,0,0,0,0,80,92,ArmaAl00,2021
Garrett Gilbert,WAS,QB,30,1,1,194,0,0,0,0,0,0,0,0,0,1,0,0,0,80,78,GilbGa01,2021
Tyree Jackson,PHI,TE,24,9,3,0,0,0,0,0,0,7,3,22,1,0,0,0,0,80,112,JackTy01,2021
Chris Myarick,NYG,RB,26,8,3,0,0,0,0,0,0,6,3,17,1,0,0,0,0,80,107,MyarCh00,2021
Dezmon Patmon,IND,WR,23,8,0,0,0,0,0,0,0,4,2,21,1,0,0,0,0,80,101,PatmDe00,2021
Drew Sample,CIN,TE,25,17,8,0,0,0,0,0,0,15,11,81,0,0,0,0,0,80,191,SampDr00,2021
Mitchell Trubisky,BUF,QB,27,6,0,43,0,1,13,24,1,0,0,0,0,0,0,0,0,80,81,TrubMi00,2021
Preston Williams,MIA,WR,24,8,3,0,0,0,1,7,0,16,6,71,0,0,0,0,0,80,138,WillPr01,2021
KJ Hamler,DEN,WR,22,3,2,0,0,0,0,0,0,10,5,74,0,0,0,0,0,70,124,HamlKJ00,2021
Josh Oliver,BAL,TE,24,14,1,0,0,0,0,0,0,15,9,66,0,1,0,0,0,70,156,OlivJo00,2021
Andre Roberts,2TM,WR,33,16,0,0,0,0,3,19,0,2,1,35,0,3,2,0,0,70,84,RobeAn00,2021
Johnny Stanton,CLE,RB,27,4,0,0,0,0,3,5,0,2,2,7,1,0,0,0,0,70,92,StanJo02,2021
Jonathan Ward,ARI,RB,24,13,0,0,0,0,9,33,0,4,3,34,0,0,0,0,0,70,97,WardJo00,2021
Dede Westbrook,MIN,WR,28,15,0,0,0,0,0,0,0,15,10,68,0,2,0,0,0,70,168,WestDe00,2021
C.J. Board,NYG,WR,28,6,1,0,0,0,1,6,0,6,4,51,0,0,0,0,0,60,97,BoarC.00,2021
Mike Boone,DEN,RB,26,8,0,0,0,0,4,35,0,2,2,22,0,0,0,0,0,60,77,BoonMi00,2021
Ja'Marcus Bradley,CLE,WR,25,5,0,0,0,0,0,0,0,4,4,64,0,0,0,0,0,60,104,BradJa01,2021
Alex Erickson,CAR,WR,29,17,0,0,0,0,0,0,0,4,3,55,0,0,0,0,0,60,85,EricAl01,2021
Luke Farrell,JAX,TE,24,15,4,0,0,0,0,0,0,11,7,56,0,1,0,0,0,60,126,FarrLu00,2021
Penny Hart,SEA,WR,25,17,0,0,0,0,0,0,0,12,7,59,0,0,0,0,0,60,129,HartPe01,2021
Dax Milne,WAS,WR,22,13,1,0,0,0,1,1,0,14,9,83,0,1,1,0,0,60,154,MilnDa00,2021
Jason Moore,LAC,WR,26,2,1,0,0,0,0,0,0,4,3,56,0,0,0,0,0,60,86,MoorJa02,2021
Brandon Powell,LAR,WR,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,PoweBr00,2021
Amari Rodgers,GNB,WR,22,16,1,0,0,0,1,11,0,8,4,45,0,2,0,0,0,60,96,RodgAm00,2021
Ito Smith,DAL,RB,26,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,60,64,SmitIt00,2021
Trayveon Williams,CIN,RB,24,5,0,0,0,0,15,51,0,2,1,4,0,0,0,0,0,60,65,WillTr06,2021
Jaelon Darden,TAM,WR,22,9,0,0,0,0,1,11,0,12,6,43,0,0,0,0,0,50,114,DardJa00,2021
Will Fuller,MIA,WR,27,2,0,0,0,0,0,0,0,8,4,26,0,0,0,1,0,50,86,FullWi01,2021
Jason Huntley,PHI,RB,23,1,0,0,0,0,13,51,0,1,0,0,0,0,0,0,0,50,51,HuntJa01,2021
Tre' McKitty,LAC,TE,22,11,4,0,0,0,0,0,0,8,6,45,0,0,0,0,0,50,105,McKiTr00,2021
Wendell Smallwood,WAS,RB,27,3,0,0,0,0,5,25,0,5,4,22,0,0,0,0,0,50,87,SmalWe00,2021
Rodney Smith,CAR,RB,25,2,0,0,0,0,0,0,0,5,5,48,0,0,0,0,0,50,98,SmitRo08,2021
Mike Thomas,CIN,WR,27,12,1,0,0,0,0,0,0,11,5,52,0,0,0,0,0,50,102,ThomMi04,2021
Charlie Woerner,SFO,TE,24,17,3,0,0,0,0,0,0,6,5,52,0,0,0,0,0,50,102,WoerCh00,2021
JJ Arcega-Whiteside,PHI,WR,25,16,2,0,0,0,0,0,0,5,2,36,0,0,0,0,0,40,56,ArceJJ00,2021
Kalen Ballage,PIT,RB,26,17,0,0,0,0,12,36,0,7,2,8,0,0,0,0,0,40,64,BallKa00,2021
Kendall Blanton,LAR,TE,26,11,2,0,0,0,0,0,0,7,4,37,0,1,0,0,0,40,77,BlanKe01,2021
Pharoh Cooper,NYG,WR,26,8,0,0,0,0,1,3,0,11,4,33,0,0,0,0,0,40,76,CoopPh00,2021
Tyler Davis,GNB,TE,24,14,0,0,0,0,0,0,0,5,4,35,0,0,0,0,0,40,75,DaviTy02,2021
Greg Dortch,ARI,WR,23,5,2,0,0,0,1,24,0,3,3,15,0,0,0,0,0,40,69,DortGr01,2021
Darren Fells,2TM,TE,35,9,5,0,0,0,0,0,0,5,4,43,0,0,0,0,0,40,83,FellDa01,2021
Garrett Griffin,NOR,TE,27,13,6,0,0,0,0,0,0,4,4,39,0,1,0,0,0,40,79,GrifGa00,2021
Parker Hesse,ATL,TE,26,8,1,0,0,0,0,0,0,6,5,43,0,0,0,0,0,40,93,HessPa00,2021
Jakob Johnson,NWE,RB,27,17,6,0,0,0,0,0,0,5,4,43,0,0,0,0,0,40,83,JohnJa12,2021
D.J. Montgomery,NYJ,WR,25,3,0,0,0,0,0,0,0,6,3,36,0,0,0,0,0,40,66,MontDJ01,2021
Gunner Olszewski,NWE,WR,25,16,0,0,0,0,1,9,0,3,2,31,0,3,0,0,0,40,60,OlszGu00,2021
Curtis Samuel,WAS,WR,25,5,1,0,0,0,4,11,0,9,6,27,0,0,0,0,0,40,98,SamuCu00,2021
Willie Snead,2TM,WR,29,9,0,0,0,0,0,0,0,8,4,38,0,0,0,0,0,40,78,SneaWi00,2021
Trent Taylor,CIN,WR,27,4,0,0,0,0,0,0,0,3,2,41,0,0,0,0,0,40,61,TaylTr02,2021
Trevon Wesco,NYJ,TE,26,12,7,0,0,0,0,0,0,5,3,35,0,0,0,0,0,40,65,WescTr00,2021
Kevin White,NOR,WR,29,6,1,0,0,0,0,0,0,5,1,38,0,0,0,0,0,40,48,WhitKe00,2021
Juwann Winfree,GNB,WR,25,7,0,0,0,0,0,0,0,13,8,58,0,2,1,0,0,40,118,WinfJu00,2021
Kenny Yeboah,NYJ,TE,23,9,0,0,0,0,0,0,0,3,2,36,0,0,0,0,0,40,56,YeboKe00,2021
Christian Blake,ATL,WR,25,16,0,0,0,0,0,0,0,9,4,25,0,0,0,0,0,30,65,BlakCh00,2021
Daniel Brown,NYJ,WR,29,12,0,0,0,0,0,0,0,2,2,29,0,0,0,0,0,30,49,BrowDa04,2021
Dominique Dafney,GNB,TE,24,10,2,0,0,0,0,0,0,4,2,34,0,0,0,0,0,30,54,DafnDo00,2021
Reggie Gilliam,BUF,RB,24,16,5,0,0,0,3,3,0,5,3,23,0,0,0,0,0,30,56,GillRe00,2021
Chad Henne,KAN,QB,36,4,0,82,0,0,8,0,0,0,0,0,0,2,0,0,0,30,33,HennCh01,2021
Kylin Hill,GNB,RB,23,8,0,0,0,0,10,24,0,2,1,5,0,0,0,0,0,30,39,HillKy00,2021
Cody Hollister,TEN,WR,28,3,1,0,0,0,0,0,0,7,4,33,0,0,0,0,0,30,73,HollCo00,2021
Tommy Hudson,TEN,TE,24,5,0,0,0,0,0,0,0,6,3,31,0,0,0,0,0,30,61,HudsTo00,2021
Trenton Irwin,CIN,WR,26,7,0,0,0,0,0,0,0,5,2,34,0,0,0,0,0,30,54,IrwiTr00,2021
Jake Kumerow,BUF,WR,29,15,2,0,0,0,0,0,0,6,2,28,0,0,0,0,0,30,48,KumeJa00,2021
Gabe Nabers,LAC,RB,24,10,1,0,0,0,3,8,0,3,3,17,0,0,0,0,0,30,55,NabeGa00,2021
Colby Parkinson,SEA,TE,22,14,1,0,0,0,0,0,0,8,5,33,0,0,0,0,0,30,83,ParkCo02,2021
La'Mical Perine,NYJ,RB,23,4,0,0,0,0,8,31,0,0,0,0,0,0,0,0,0,30,31,PeriLa00,2021
Kaden Smith,NYG,TE,24,9,4,0,0,0,0,0,0,3,3,33,0,0,0,0,0,30,63,SmitKa00,2021
Jeremy Sprinkle,DAL,TE,27,17,4,0,0,0,0,0,0,3,3,31,0,0,0,0,0,30,61,SpriJe00,2021
Mike Strachan,IND,WR,24,6,0,0,0,0,0,0,0,3,2,26,0,0,0,0,0,30,46,StraMi03,2021
Dwayne Washington,NOR,RB,27,14,0,0,0,0,4,16,0,2,2,12,0,0,0,0,0,30,48,WashDw00,2021
Cody White,PIT,WR,23,15,0,0,0,0,0,0,0,6,5,33,0,0,0,0,0,30,83,WhitCo05,2021
Seth Williams,DEN,WR,21,2,1,0,0,0,0,0,0,1,1,34,0,0,0,0,0,30,44,WillSe00,2021
Shane Zylstra,DET,TE,25,4,0,0,0,0,0,0,0,7,3,34,0,0,0,0,0,30,64,ZylsSh00,2021
Nick Bawden,NYJ,RB,25,9,1,0,0,0,0,0,0,1,1,20,0,0,0,0,0,20,30,BawdNi00,2021
C.J. Beathard,JAX,QB,28,2,0,33,0,0,1,2,0,0,0,0,0,0,0,0,0,20,15,BeatC.00,2021
Reggie Bonnafon,CAR,RB,25,4,0,0,0,0,1,4,0,2,2,12,0,0,0,0,0,20,36,BonnRe00,2021
Ian Book,NOR,QB,23,1,1,135,0,2,3,6,0,0,0,0,0,0,0,0,0,20,20,BookIa00,2021
Cethan Carter,MIA,TE,26,16,1,0,0,0,0,0,0,2,2,16,0,0,0,0,0,20,36,CartCe00,2021
Davion Davis,HOU,WR,25,2,1,0,0,0,0,0,0,3,1,17,0,0,0,0,0,20,27,DaviDa03,2021
Darrynton Evans,TEN,RB,23,1,0,0,0,0,2,7,0,2,2,11,0,0,0,0,0,20,38,EvanDa02,2021
Blaine Gabbert,TAM,QB,32,6,0,67,0,0,9,-7,0,0,0,0,0,0,0,0,0,20,20,GabbBl00,2021
Tyron Johnson,2TM,WR,25,10,0,0,0,0,0,0,0,5,2,16,0,0,0,0,0,20,36,JohnTy03,2021
Marcus Kemp,KAN,WR,26,16,0,0,0,0,0,0,0,5,2,24,0,0,0,0,0,20,44,KempMa00,2021
Keith Kirkwood,CAR,WR,27,3,0,0,0,0,0,0,0,7,3,17,0,0,0,0,0,20,47,KirkKe00,2021
Patrick Laird,MIA,RB,26,6,0,0,0,0,1,4,0,3,3,17,0,0,0,0,0,20,51,LairPa00,2021
Raheem Mostert,SFO,RB,29,1,1,0,0,0,2,20,0,0,0,0,0,0,0,0,0,20,20,MostRa00,2021
Dazz Newsome,CHI,WR,22,3,1,0,0,0,0,0,0,5,2,23,0,0,0,0,0,20,43,NewsDa00,2021
Scottie Phillips,HOU,RB,24,3,0,0,0,0,6,13,0,3,2,9,0,0,0,0,0,20,42,PhilSc01,2021
Adam Prentice,NOR,RB,24,7,3,0,0,0,3,5,0,3,3,16,0,0,0,0,0,20,51,PrenAd00,2021
Trey Ragas,LVR,RB,25,1,0,0,0,0,1,9,0,2,2,6,0,0,0,0,0,20,35,RagaTr00,2021
Jaylen Samuels,HOU,RB,25,3,0,0,0,0,5,9,0,4,3,14,0,0,0,0,0,20,53,SamuJa00,2021
David Sills,NYG,WR,25,4,1,0,0,0,0,0,0,6,2,17,0,0,0,0,0,20,37,SillDa01,2021
Jack Stoll,PHI,TE,23,16,5,0,0,0,0,0,0,5,4,22,0,0,0,0,0,20,62,StolJa00,2021
Chris Streveler,ARI,QB,26,2,0,36,0,0,3,6,0,0,0,0,0,1,0,0,0,20,20,StreCh00,2021
Tylan Wallace,BAL,WR,22,17,1,0,0,0,0,0,0,6,2,23,0,0,0,0,0,20,43,WallTy00,2021
Derek Watt,PIT,RB,29,17,4,0,0,0,1,1,0,3,3,15,0,0,0,0,0,20,46,WattDe00,2021
Mitchell Wilcox,CIN,TE,25,15,1,0,0,0,0,0,0,5,3,16,0,0,0,0,0,20,46,WilcMi01,2021
Cam Akers,LAR,RB,22,1,0,0,0,0,5,3,0,3,3,10,0,0,0,0,0,10,43,AkerCa00,2021
Tarik Black,NYJ,WR,23,1,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,10,20,BlacTa00,2021
David Blough,DET,QB,26,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,10,6,BlouDa00,2021
Miles Boykin,BAL,WR,25,8,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,10,16,BoykMi00,2021
Gary Brightwell,NYG,RB,22,13,0,0,0,0,1,4,0,1,1,6,0,0,0,0,0,10,20,BrigGa00,2021
Derek Carrier,LVR,TE,31,5,1,0,0,0,0,0,0,2,2,13,0,0,0,0,0,10,33,CarrDe00,2021
Keke Coutee,IND,WR,24,2,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,10,15,CoutKe00,2021
Damarea Crockett,DEN,RB,24,12,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,10,7,CrocDa01,2021
Frank Darby,ATL,WR,24,10,0,0,0,0,0,0,0,4,1,14,0,0,0,0,0,10,24,DarbFr00,2021
Sam Ehlinger,IND,QB,23,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,10,9,EhliSa00,2021
Ryan Fitzpatrick,WAS,QB,39,1,1,13,0,0,1,2,0,0,0,0,0,1,0,0,0,10,7,FitzRy00,2021
Jake Funk,LAR,RB,23,10,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,10,5,FunkJa00,2021
Marvin Hall,ATL,WR,28,2,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,10,20,HallMa02,2021
Demetrius Harris,ARI,TE,30,14,4,0,0,0,0,0,0,6,3,10,0,0,0,0,0,10,40,HarrDe03,2021
Brycen Hopkins,LAR,TE,24,5,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,10,19,HopkBr01,2021
Buddy Howell,LAR,RB,25,10,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,10,11,HoweGr00,2021
Andy Isabella,ARI,WR,25,8,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,10,23,IsabAn00,2021
John Kelly,CLE,RB,25,4,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,10,13,KellJo00,2021
Tommylee Lewis,MIA,WR,29,2,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,10,17,LewiTo00,2021
Hunter Long,MIA,TE,23,7,2,0,0,0,0,0,0,3,1,8,0,0,0,0,0,10,18,LongHu00,2021
Anthony McFarland Jr.,PIT,RB,23,2,0,0,0,0,3,3,0,1,1,11,0,0,0,0,0,10,24,McFaAn00,2021
Kirk Merritt,MIA,WR,24,2,0,0,0,0,0,0,0,3,1,13,0,0,0,0,0,10,23,MerrKi00,2021
Jaydon Mickens,2TM,WR,27,11,0,0,0,0,0,0,0,3,2,10,0,1,0,0,0,10,30,MickJa01,2021
Stanley Morgan Jr.,CIN,WR,25,17,1,0,0,0,1,3,0,4,2,11,0,0,0,0,0,10,34,MorgSt02,2021
Johnny Mundt,LAR,TE,27,6,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,10,19,MundJo00,2021
Ryan Nall,CHI,RB,26,9,0,0,0,0,1,4,0,1,1,4,0,0,0,0,0,10,18,NallRy00,2021
Jacques Patrick,SFO,RB,24,2,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,10,12,PatrJa01,2021
Kevin Rader,PIT,TE,26,6,1,0,0,0,0,0,0,3,2,8,0,0,0,0,0,10,28,RadeKe00,2021
Richard Rodgers,PHI,TE,29,3,0,0,0,0,0,0,0,2,2,11,0,0,0,0,0,10,31,RodgRi00,2021
Mekhi Sargent,3TM,RB,24,7,0,0,0,0,5,11,0,1,0,0,0,0,0,0,0,10,11,SargMe00,2021
C.J. Saunders,CAR,WR,25,2,0,0,0,0,0,0,0,2,2,11,0,0,0,0,0,10,31,SaunCJ00,2021
Luke Stocker,MIN,TE,33,12,0,0,0,0,0,0,0,2,2,12,0,0,0,0,0,10,32,StocLu00,2021
Eric Tomlinson,BAL,TE,29,17,7,0,0,0,0,0,0,1,1,7,0,0,0,0,0,10,17,TomlEr01,2021
Tyrell Williams,DET,WR,29,1,1,0,0,0,0,0,0,3,2,14,0,0,0,0,0,10,34,WillTy00,2021
Easop Winston,NOR,WR,25,3,1,0,0,0,0,0,0,1,1,5,0,0,0,0,0,10,15,WinsEa00,2021
Ethan Wolf,NOR,TE,26,2,1,0,0,0,0,0,0,2,2,8,0,0,0,0,0,10,28,WolfEt00,2021
Josh Adams,NYJ,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AdamJo03,2021
Rodney Adams,CHI,WR,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AdamRo01,2021
Landen Akers,LAR,WR,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AkerLa00,2021
Geronimo Allison,DET,WR,27,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,AlliGe01,2021
Devin Asiasi,NWE,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AsiaDe00,2021
Marcell Ateman,LVR,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AtemMa00,2021
Tutu Atwell,LAR,WR,22,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AtweTu00,2021
Alex Bachman,NYG,WR,25,3,0,0,0,0,1,-3,0,0,0,0,0,0,0,0,0,0,-3,BachAl00,2021
Kawaan Baker,NOR,WR,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BakeKa00,2021
Michael Bandy,LAC,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BandMi00,2021
Jake Bargas,MIN,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BargJa00,2021
Kenjon Barner,TAM,RB,32,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,BarnKe00,2021
Andrew Beck,DEN,TE,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BeckAn01,2021
Nick Bellore,SEA,RB,32,17,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,14,BellNi01,2021
Kurt Benkert,GNB,QB,26,1,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,-1,BenkKu01,2021
Nick Bowers,LVR,TE,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BoweNi00,2021
Nick Boyle,BAL,TE,28,5,3,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,12,BoylNi00,2021
Darius Bradwell,LAC,RB,24,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,BradDa00,2021
John Brown,3TM,WR,31,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,BrowJo02,2021
Spencer Brown,CAR,RB,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BrowSp01,2021
Ian Bunting,DAL,TE,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BuntIa00,2021
Deante Burton,DAL,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BurtDe00,2021
Matt Bushman,LVR,TE,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BushMa00,2021
Lawrence Cager,CLE,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CageLa01,2021
Jalen Camp,HOU,WR,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CampJa03,2021
Tory Carter,TEN,RB,22,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CartTo01,2021
Dan Chisena,MIN,WR,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChisDa00,2021
Tyrie Cleveland,DEN,WR,24,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ClevTy00,2021
Matt Cole,CAR,WR,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ColeMa03,2021
Jeff Cotton,JAX,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CottJe00,2021
Nathan Cottrell,JAX,RB,25,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,CottNa00,2021
Isaiah Coulter,CHI,WR,23,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CoulIs00,2021
River Cracraft,SFO,WR,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CracRi00,2021
Chase Daniel,LAC,QB,35,1,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,-2,DaniCh00,2021
Darrell Daniels,ARI,TE,27,15,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,10,DaniDa02,2021
Connor Davis,CLE,TE,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DaviCo04,2021
Brandon Dillon,MIN,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DillBr00,2021
Jeff Driskel,HOU,QB,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DrisJe00,2021
Trey Edmunds,PIT,RB,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EdmuTr00,2021
Ben Ellefson,MIN,TE,25,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ElleBe00,2021
Tavien Feaster,ARI,RB,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FeasTa01,2021
Simi Fehoko,DAL,WR,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FehoSi00,2021
Maurice Ffrench,LAC,WR,23,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,FfreMa00,2021
Miller Forristall,CLE,TE,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForrMi00,2021
Joe Fortunato,GNB,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FortJo02,2021
Daurice Fountain,KAN,WR,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FounDa00,2021
Jordan Franks,CLE,TE,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FranJo03,2021
Travis Fulgham,DEN,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FulgTr00,2021
Aaron Fuller,SEA,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FullAa01,2021
Antonio Gandy-Golden,WAS,WR,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GandAn00,2021
Cullen Gillaspia,NYG,RB,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GillCu00,2021
Nakia Griffin-Stewart,KAN,TE,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GrifNa00,2021
Josh Hammond,JAX,WR,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HammJo00,2021
DeMichael Harris,IND,WR,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HarrDe09,2021
Jacob Harris,LAR,TE,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HarrJa03,2021
Daniel Helm,LVR,TE,26,9,1,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,9,HelmDa01,2021
Temarrick Hemingway,WAS,TE,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HemiTe00,2021
John Hightower,PHI,WR,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,HighJo00,2021
Brian Hill,SFO,RB,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HillBr02,2021
Isaiah Hodgins,BUF,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HodgIs00,2021
Kevin Hogan,TEN,QB,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HogaKe00,2021
J.P. Holtz,CHI,TE,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HoltJ.01,2021
Tanner Hudson,SFO,TE,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HudsTa00,2021
Ryan Izzo,TEN,TE,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IzzoRy00,2021
Josh Johnson,SEA,RB,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JohnJo06,2021
Kerryon Johnson,SFO,RB,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JohnKe06,2021
Taiwan Jones,BUF,RB,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JoneTa00,2021
Hunter Kampmoyer,LAC,TE,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KampHu00,2021
Mason Kinsey,TEN,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KinsMa00,2021
Matt LaCosse,NWE,TE,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LaCoMa00,2021
Tyler Mabry,SEA,TE,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MabrTy00,2021
Jordan Matthews,SFO,WR,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MattJo00,2021
Nate McCrary,BAL,RB,22,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,McCrNa00,2021
Codey McElroy,TAM,TE,29,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,McElCo00,2021
Myron Mitchell,MIN,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MitcMy00,2021
Kellen Mond,MIN,QB,22,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,MondKe00,2021
David Moore,2TM,WR,26,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,MoorDa03,2021
