name,team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard_10,fantasy_points_ppr_10,player_id,year
Gary Brightwell,NYG,RB,24,7,0,0,0,0,9,19,0,7,5,47,0,0,0,0,0,70,116,BrigGa00,2023
Chris Conley,SFO,WR,31,8,0,0,0,0,0,0,0,6,3,69,0,0,0,0,0,70,99,ConlCh00,2023
Josiah Deguara,GNB,TE,26,15,4,0,0,0,0,0,0,8,8,65,0,0,0,0,0,70,145,DeguJo00,2023
Simi Fehoko,LAC,WR,26,6,0,0,0,0,0,0,0,2,1,9,1,0,0,0,0,70,79,FehoSi00,2023
Eric Gray,NYG,RB,24,13,0,0,0,0,17,48,0,7,6,22,0,3,0,0,0,70,130,GrayEr01,2023
Tyler Johnson,LAR,WR,25,1,0,0,0,0,0,0,0,3,2,8,1,0,0,0,0,70,88,JohnTy00,2023
Velus Jones Jr.,CHI,WR,26,14,0,0,0,0,8,51,0,7,4,20,0,0,0,0,0,70,111,JoneVe00,2023
Clayton Tune,ARI,QB,24,7,1,62,0,2,8,30,1,0,0,0,0,2,1,1,0,70,75,TuneCl00,2023
Tylan Wallace,BAL,WR,24,11,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,70,81,WallTy00,2023
Jalen Brooks,DAL,WR,23,7,0,0,0,0,0,0,0,6,6,64,0,0,0,0,0,60,124,BrooJa03,2023
DeAndre Carter,LVR,WR,30,17,1,0,0,0,3,18,0,7,4,39,0,2,0,0,0,60,97,CartDe02,2023
Payne Durham,TAM,TE,23,13,2,0,0,0,0,0,0,7,5,58,0,0,0,0,0,60,108,DurhPa00,2023
Blaine Gabbert,KAN,QB,34,2,1,185,0,3,7,45,0,0,0,0,0,0,0,0,0,60,59,GabbBl00,2023
Rakim Jarrett,TAM,WR,22,10,0,0,0,0,1,0,0,9,4,60,0,0,0,0,0,60,100,JarrRa00,2023
Ko Kieft,TAM,TE,25,16,6,0,0,0,0,0,0,5,1,2,1,0,0,0,0,60,72,KiefKo00,2023
Isaiah McKenzie,IND,WR,28,13,2,0,0,0,3,14,0,14,11,82,0,3,2,0,0,60,166,McKeIs00,2023
Equanimeous St. Brown,CHI,WR,27,7,2,0,0,0,0,0,0,6,5,62,0,0,0,0,0,60,112,St.BEq00,2023
Ian Thomas,CAR,TE,27,12,5,0,0,0,0,0,0,9,5,56,0,0,0,0,0,60,106,ThomIa00,2023
Darnell Washington,PIT,TE,22,17,7,0,0,0,0,0,0,10,7,61,0,0,0,0,0,60,131,WashDa03,2023
Mitchell Wilcox,CIN,TE,27,17,4,0,0,0,0,0,0,12,9,56,0,0,0,0,0,60,146,WilcMi01,2023
Damien Williams,ARI,RB,31,3,0,0,0,0,11,43,0,2,2,12,0,0,0,0,0,60,75,WillDa05,2023
Brian Hoyer,LVR,QB,38,3,1,231,0,2,3,-3,0,0,0,0,0,0,0,0,0,50,49,HoyeBr00,2023
Ty Montgomery,NWE,WR,30,13,0,0,0,0,3,9,0,12,5,40,0,0,0,0,0,50,99,MontTy01,2023
Justyn Ross,KAN,WR,24,10,1,0,0,0,0,0,0,11,6,53,0,0,0,0,0,50,113,RossJu00,2023
Brett Rypien,LAR,QB,27,2,1,172,0,1,3,19,0,0,0,0,0,2,1,0,0,50,48,RypiBr00,2023
Mike Strachan,CAR,WR,26,4,1,0,0,0,0,0,0,3,1,45,0,0,0,0,0,50,55,StraMi03,2023
Michael Burton,DEN,RB,31,17,3,0,0,0,7,9,0,3,3,8,0,0,0,1,0,40,67,BurtMi00,2023
Grant Calcaterra,PHI,TE,25,15,1,0,0,0,0,0,0,4,4,39,0,0,0,0,0,40,79,CalcGr00,2023
Elijah Cooks,JAX,WR,25,9,0,0,0,0,0,0,0,4,3,38,0,0,0,0,0,40,68,CookEl00,2023
Britain Covey,PHI,WR,26,16,0,0,0,0,0,0,0,6,4,42,0,2,0,0,0,40,82,CoveBr00,2023
Leonard Fournette,BUF,RB,28,2,0,0,0,0,12,40,0,0,0,0,0,0,0,0,0,40,40,FourLe00,2023
Peyton Hendershot,DAL,TE,24,8,1,0,0,0,1,0,0,7,4,38,0,0,0,0,0,40,78,HendPe01,2023
Rashaad Penny,PHI,RB,27,3,0,0,0,0,11,33,0,1,1,5,0,0,0,0,0,40,48,PennRa00,2023
Jack Stoll,PHI,TE,25,17,10,0,0,0,0,0,0,8,5,38,0,0,0,0,0,40,88,StolJa00,2023
Ke'Shawn Vaughn,TAM,RB,26,6,0,0,0,0,24,42,0,5,2,2,0,0,0,0,0,40,64,VaugKe00,2023
Khari Blasingame,CHI,RB,27,16,2,0,0,0,8,26,0,6,3,2,0,0,0,0,0,30,58,BlasKh00,2023
Keelan Doss,LAC,WR,27,5,0,0,0,0,0,0,0,13,6,33,0,0,0,0,0,30,93,DossKe00,2023
Greg Dulcich,DEN,TE,23,2,1,0,0,0,0,0,0,4,3,25,0,0,0,0,0,30,55,DulcGr00,2023
Devin Duvernay,BAL,WR,26,13,1,0,0,0,4,15,0,9,4,18,0,0,0,0,0,30,73,DuveDe00,2023
Derrick Gore,WAS,RB,29,6,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,30,26,GoreDe00,2023
C.J. Ham,MIN,RB,30,17,5,0,0,0,1,7,0,9,7,25,0,0,0,0,0,30,102,HamxC.00,2023
Julian Hill,MIA,TE,23,15,4,0,0,0,0,0,0,9,6,48,0,1,1,0,0,30,88,HillJu02,2023
Trishton Jackson,MIN,WR,25,7,0,0,0,0,0,0,0,4,2,9,0,0,0,1,0,30,49,JackTr02,2023
James Mitchell,DET,TE,24,15,1,0,0,0,0,0,0,2,2,28,0,0,0,0,0,30,48,MitcJa00,2023
Jalen Nailor,MIN,WR,24,6,1,0,0,0,0,0,0,6,3,29,0,0,0,0,0,30,59,NailJa00,2023
Teagan Quitoriano,HOU,TE,23,7,5,0,0,0,0,0,0,3,2,33,0,0,0,0,0,30,53,QuitTe00,2023
Cooper Rush,DAL,QB,30,7,0,144,0,1,12,-5,0,0,0,0,0,0,0,0,0,30,33,RushCo00,2023
Steven Sims,HOU,WR,26,3,0,0,0,0,1,1,0,3,3,25,0,0,0,0,0,30,56,SimsSt00,2023
Keith Smith,ATL,RB,31,13,6,0,0,0,0,0,0,3,3,33,0,0,0,0,0,30,63,SmitKe03,2023
Sean Tucker,TAM,RB,22,11,0,0,0,0,15,23,0,2,2,9,0,0,0,0,0,30,52,TuckSe00,2023
Malik Willis,TEN,QB,24,3,0,74,0,0,5,21,0,0,0,0,0,1,1,0,0,30,31,WillMa12,2023
Charlie Woerner,SFO,TE,26,17,2,0,0,0,0,0,0,3,3,32,0,0,0,0,0,30,62,WoerCh00,2023
Kenny Yeboah,NYJ,TE,25,5,1,0,0,0,0,0,0,4,2,28,0,0,0,0,0,30,48,YeboKe00,2023
Nate Adkins,DEN,TE,24,10,1,0,0,0,0,0,0,5,4,22,0,0,0,0,0,20,62,AdkiNa00,2023
Kayshon Boutte,NWE,WR,21,5,0,0,0,0,0,0,0,7,2,19,0,0,0,0,0,20,39,BoutKa00,2023
Miles Boykin,PIT,WR,27,17,0,0,0,0,0,0,0,4,3,17,0,0,0,0,0,20,47,BoykMi00,2023
DeeJay Dallas,SEA,RB,25,17,0,0,0,0,10,36,0,9,6,26,0,2,2,0,0,20,82,DallDe00,2023
Tyrion Davis-Price,SFO,RB,23,1,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,20,21,DaviTy03,2023
Elijah Dotson,LAC,RB,24,4,0,0,0,0,4,6,0,2,2,13,0,0,0,0,0,20,39,DotsEl00,2023
Zach Evans,LAR,RB,22,10,0,0,0,0,9,19,0,0,0,0,0,0,0,0,0,20,19,EvanZa00,2023
Erik Ezukanma,MIA,WR,23,2,0,0,0,0,5,22,0,1,0,0,0,0,0,0,0,20,22,EzukEr00,2023
Jake Funk,IND,RB,25,4,0,0,0,0,2,10,0,1,1,12,0,0,0,0,0,20,32,FunkJa00,2023
Jaren Hall,MIN,QB,25,3,2,168,0,1,6,14,0,0,0,0,0,2,2,0,0,20,21,HallJa00,2023
Marvin Jones,DET,WR,33,6,4,0,0,0,0,0,0,10,5,35,0,1,1,0,0,20,65,JoneMa02,2023
Zonovan Knight,DET,RB,22,2,0,0,0,0,3,13,0,1,1,8,0,0,0,0,0,20,31,KnigZo00,2023
Chris Manhertz,DEN,TE,31,16,4,0,0,0,0,0,0,4,2,16,0,0,0,0,0,20,36,ManhCh00,2023
Nick Muse,MIN,TE,25,2,0,0,0,0,0,0,0,1,1,22,0,0,0,0,0,20,32,MuseNi00,2023
Gunner Olszewski,2TM,WR,27,12,0,0,0,0,0,0,0,1,1,0,0,4,2,0,0,20,30,OlszGu00,2023
Zach Pascal,ARI,WR,29,14,1,0,0,0,0,0,0,15,4,19,0,0,0,0,0,20,59,PascZa00,2023
Laquon Treadwell,BAL,WR,28,5,1,0,0,0,0,0,0,3,1,16,0,0,0,0,0,20,26,TreaLa00,2023
Trevon Wesco,TEN,TE,28,15,10,0,0,0,0,0,0,3,1,21,0,0,0,0,0,20,31,WescTr00,2023
Mike White,MIA,QB,28,6,0,74,1,1,8,-9,0,0,0,0,0,1,1,0,0,20,21,WhitMi01,2023
Alex Armah,WAS,RB,29,8,0,0,0,0,0,0,0,3,3,13,0,0,0,0,0,10,43,ArmaAl00,2023
Sean Clifford,GNB,QB,25,2,0,37,0,0,3,-2,0,0,0,0,0,1,0,0,0,10,13,ClifSe00,2023
Jashaun Corbin,NYG,RB,23,6,0,0,0,0,1,1,0,3,3,12,0,0,0,0,0,10,43,CorbJa01,2023
Kenyan Drake,2TM,RB,29,3,0,0,0,0,2,0,0,3,2,31,0,1,1,0,0,10,31,DrakKe00,2023
Ross Dwelley,SFO,TE,28,12,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0,10,22,DwelRo00,2023
D'Wayne Eskridge,SEA,WR,26,4,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,10,5,EskrDW00,2023
Chris Evans,CIN,RB,26,8,0,0,0,0,2,12,0,1,1,-1,0,0,0,0,0,10,21,EvanCh02,2023
Tucker Fisk,ATL,TE,24,6,2,0,0,0,0,0,0,1,1,9,0,0,0,0,0,10,19,FiskTu00,2023
John FitzPatrick,ATL,TE,23,9,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,10,22,FitzJo00,2023
Cole Fotheringham,LVR,TE,26,2,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,10,16,FothCo00,2023
Evan Hull,IND,RB,23,1,0,0,0,0,1,1,0,1,1,6,0,0,0,0,0,10,17,HullEv00,2023
Collin Johnson,CHI,WR,26,3,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,10,21,JohnCo01,2023
Jakob Johnson,LVR,RB,29,13,5,0,0,0,0,0,0,2,1,12,0,0,0,0,0,10,22,JohnJa12,2023
Mason Kinsey,TEN,WR,25,6,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,10,16,KinsMa00,2023
A.J. McCarron,CIN,QB,33,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,McCaA.00,2023
Anthony McFarland Jr.,PIT,RB,25,3,0,0,0,0,0,0,0,2,2,11,0,0,0,0,0,10,31,McFaAn00,2023
Kene Nwangwu,MIN,RB,25,9,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,10,13,NwanKe00,2023
Devine Ozigbo,DET,RB,27,3,0,0,0,0,3,5,0,1,1,8,0,0,0,0,0,10,23,OzigDe01,2023
Kevin Rader,TEN,TE,28,14,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,10,16,RadeKe00,2023
Eric Saubert,2TM,TE,29,10,1,0,0,0,0,0,0,3,3,12,0,0,0,0,0,10,42,SaubEr00,2023
Willie Snead,SFO,WR,31,4,0,0,0,0,0,0,0,3,2,14,0,0,0,0,0,10,34,SneaWi00,2023
Malik Taylor,NYJ,WR,28,3,0,0,0,0,0,0,0,4,2,13,0,0,0,0,0,10,33,TaylMa01,2023
Cody Thompson,SEA,WR,27,7,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,10,20,ThomCo04,2023
Austin Trammell,LAR,WR,25,16,0,0,0,0,0,0,0,7,4,29,0,3,1,0,0,10,49,TramAu00,2023
Jonathan Ward,TEN,RB,26,7,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,10,11,WardJo00,2023
Devon Allen,PHI,WR,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlleDe02,2023
Stephen Anderson,LAC,TE,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AndeSt01,2023
Andre Baccellia,ARI,WR,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BaccAn00,2023
Michael Bandy,DEN,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BandMi00,2023
Matt Barkley,JAX,QB,33,1,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,0,-3,BarkMa00,2023
Nick Bellore,SEA,RB,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BellNi01,2023
Chris Blair,ATL,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BlaiCh00,2023
Teddy Bridgewater,DET,QB,31,1,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,-2,BridTe00,2023
Matt Bushman,KAN,TE,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BushMa00,2023
Terrell Bynum,LAC,WR,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BynuTe00,2023
Damiere Byrd,ATL,WR,30,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,ByrdDa00,2023
Jason Cabinda,DET,RB,27,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CabiJa00,2023
Marquez Callaway,NOR,WR,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CallMa01,2023
Stephen Carlson,CHI,TE,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CarlSt00,2023
Irvin Charles,NYJ,WR,26,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CharIr00,2023
Julius Chestnut,TEN,RB,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChesJu00,2023
Dan Chisena,ARI,WR,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChisDa00,2023
Dan Chisena,BAL,WR,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChisDa00,2023
Corey Clement,ARI,RB,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClemCo00,2023
Tanner Conner,MIA,TE,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConnTa00,2023
Malik Cunningham,2TM,QB,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CunnMa00,2023
Darrell Daniels,DET,TE,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DaniDa02,2023
Frank Darby,ATL,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DarbFr00,2023
Jaelon Darden,CLE,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DardJa00,2023
Malik Davis,DAL,RB,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DaviMa02,2023
Phillip Dorsett,DEN,WR,30,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,DorsPh00,2023
Colton Dowell,TEN,WR,24,10,1,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,13,DoweCo00,2023
Dylan Drummond,DET,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DrumDy00,2023
Sam Ehlinger,IND,QB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EhliSa00,2023
Princeton Fant,DAL,TE,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FantPr00,2023
Ethan Fernea,IND,WR,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FernEt00,2023
Anthony Firkser,DET,TE,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirkAn00,2023
Dez Fitzpatrick,PIT,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FitzDe00,2023
Myles Gaskin,2TM,RB,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GaskMy00,2023
Zach Gentry,LVR,TE,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GentZa00,2023
Reggie Gilliam,BUF,RB,26,17,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,13,GillRe00,2023
Antoine Green,DET,WR,24,9,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,12,GreeAn00,2023
Jacob Harris,JAX,WR,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HarrJa03,2023
N'Keal Harry,MIN,WR,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HarrNK00,2023
Jamycal Hasty,2TM,RB,27,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,HastJa02,2023
Parker Hesse,ATL,TE,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HessPa00,2023
J.P. Holtz,NOR,TE,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HoltJ.01,2023
Travis Homer,CHI,RB,25,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,HomeTr00,2023
Jesper Horsted,LVR,TE,26,13,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,14,HorsJe00,2023
Mohamed Ibrahim,DET,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IbraMo00,2023
Godwin Igwebuike,2TM,RB,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IgweGo00,2023
Andy Isabella,BUF,WR,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IsabAn00,2023
Kearis Jackson,TEN,WR,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JackKe02,2023
Lucky Jackson,MIN,WR,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JackLu00,2023
Shedrick Jackson,CIN,WR,24,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,JackSh01,2023
Tyree Jackson,NYG,TE,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JackTy01,2023
Johnny Johnson,HOU,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JohnJo12,2023
Hunter Kampmoyer,LAC,TE,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KampHu00,2023
Dalton Keene,HOU,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KeenDa00,2023
Tyler Kroft,MIA,TE,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KrofTy00,2023
Zack Kuntz,NYJ,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KuntZa00,2023
Kwamie Lassiter II,CIN,WR,25,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,12,LassKw00,2023
Hunter Long,LAR,TE,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LongHu00,2023
Tay Martin,SFO,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MartTa00,2023
Ben Mason,BAL,RB,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MasoBe00,2023
Jordan Matthews,CAR,TE,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MattJo00,2023
Kenny McIntosh,SEA,RB,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,McInKe00,2023
Sean McKeon,DAL,TE,26,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,McKeSe01,2023
Tre' McKitty,LAC,TE,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,McKiTr00,2023
Jeremy McNichols,SFO,RB,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,McNiJe00,2023
Kirk Merritt,NOR,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MerrKi00,2023
Ryan Miller,TAM,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MillRy01,2023
Jordan Mims,NOR,RB,24,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,MimsJo00,2023
Stanley Morgan Jr.,CIN,WR,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MorgSt02,2023
Albert Okwuegbunam,PHI,TE,25,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OkwuAl00,2023
Qadree Ollison,PIT,RB,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OlliQa00,2023
Henry Pearson,GNB,RB,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PearHe00,2023
Josh Pederson,JAX,TE,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PedeJo00,2023
Nathan Peterman,CHI,QB,29,2,0,0,0,0,2,-4,0,0,0,0,0,1,0,0,0,0,-4,PeteNa00,2023
Adam Prentice,NOR,RB,26,13,1,0,0,0,2,12,0,3,2,12,0,1,1,0,0,0,24,PrenAd00,2023
Deneric Prince,KAN,RB,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PrinDe00,2023
Giovanni Ricci,CAR,RB,27,5,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,12,RiccGi00,2023
James Robinson,GNB,RB,25,1,0,0,0,0,1,2,0,1,1,-2,0,0,0,0,0,0,10,RobiJa00,2023
Aaron Rodgers,NYJ,QB,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RodgAa00,2023
Amari Rodgers,IND,WR,24,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,RodgAm00,2023
Brady Russell,SEA,TE,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RussBr00,2023
David Sills,DEN,WR,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SillDa01,2023
Matthew Slater,NWE,WR,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SlatMa00,2023
Tre'Quan Smith,DEN,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SmitTr03,2023
Matt Sokol,NWE,TE,28,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SokoMa00,2023
SaRodorick Thompson,SEA,RB,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ThomSa00,2023
Mitchell Tinsley,WAS,WR,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TinsMi00,2023
Noah Togiai,PHI,TE,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TogiNo00,2023
Kyle Trask,TAM,QB,25,2,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,TrasKy00,2023
DJ Turner,LVR,WR,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TurnDJ00,2023
Xazavian Valladay,NYJ,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VallXa00,2023
Nick Vannett,LAC,TE,30,8,5,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,13,VannNi00,2023
Travis Vokolek,ARI,TE,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VokoTr00,2023
Dwayne Washington,DEN,RB,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WashDw00,2023
Montrell Washington,KAN,WR,24,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,WashMo00,2023
Blake Whiteheart,ARI,TE,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WhitBl01,2023
Kristian Wilkerson,LVR,WR,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WilkKr00,2023
Brayden Willis,SFO,TE,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WillBr06,2023
Jonathan Williams,WAS,RB,29,1,0,0,0,0,1,-2,0,1,0,0,0,0,0,0,0,0,-2,WillJo07,2023
Rodney Williams,PIT,TE,25,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,WillRo08,2023
Juwann Winfree,IND,WR,27,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,WinfJu00,2023
Easop Winston,SEA,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WinsEa00,2023
Logan Woodside,ATL,QB,28,1,0,27,0,1,1,6,0,0,0,0,0,0,0,0,0,0,-3,WoodLo00,2023
Owen Wright,BAL,RB,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WrigOw00,2023
Dareke Young,SEA,WR,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YounDa02,2023
Kyle Allen,BUF,QB,27,7,0,0,0,0,13,-13,0,0,0,0,0,0,0,0,0,-10,-13,AlleKy00,2023
Deon Jackson,3TM,RB,24,4,1,0,0,0,14,16,0,6,5,14,0,2,2,0,0,-10,40,JackDe02,2023
David Wells,TAM,TE,28,5,0,0,0,0,0,0,0,2,2,-10,0,1,0,0,0,-10,10,WellDa00,2023
James Proche,CLE,WR,27,10,1,0,0,0,0,0,0,5,0,0,0,1,1,0,0,-20,-20,ProcJa00,2023
Trent Taylor,CHI,WR,29,17,0,0,0,0,1,-2,0,2,0,0,0,2,1,0,0,-20,-22,TaylTr02,2023
