name,team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard_10,fantasy_points_ppr_10,player_id,year
Dawson Knox,BUF,TE,23,15,11,0,0,0,1,9,0,50,28,388,2,0,0,0,0,520,797,KnoxDa00,2019
Chris Thompson,WAS,RB,29,11,0,0,0,0,37,138,0,58,42,378,0,1,0,0,0,520,936,ThomCh03,2019
Will Dissly,SEA,TE,23,6,6,0,0,0,1,7,0,27,23,262,4,1,0,0,0,510,739,DissWi00,2019
Devlin Hodges,PIT,QB,23,8,6,1063,5,8,21,68,0,0,0,0,0,5,1,0,0,510,513,HodgDe00,2019
Russell Gage,ATL,WR,23,16,4,0,0,0,4,12,0,74,49,446,1,1,1,0,0,500,988,GageRu00,2019
Derrius Guice,WAS,RB,22,5,1,0,0,0,42,245,2,9,7,79,1,0,0,0,0,500,574,GuicDe00,2019
O.J. Howard,TAM,TE,25,14,14,0,0,0,0,0,0,53,34,459,1,1,1,0,0,500,839,HowaO.00,2019
Adam Humphries,TEN,WR,26,12,3,0,0,0,1,1,0,47,37,374,2,1,0,0,0,500,865,HumpAd00,2019
J.D. McKissic,DET,WR,26,16,3,0,0,0,38,205,0,42,34,233,1,0,0,0,0,500,838,McKiJ.00,2019
T.J. Hockenson,DET,TE,22,12,7,0,0,0,0,0,0,59,32,367,2,0,0,0,0,490,807,HockTJ00,2019
Demaryius Thomas,NYJ,WR,32,11,10,0,0,0,0,0,0,58,36,433,1,0,0,0,0,490,853,ThomDe03,2019
Olabisi Johnson,MIN,WR,22,16,6,0,0,0,1,6,0,45,31,294,3,0,0,0,0,480,790,JohnOl00,2019
Mike Boone,MIN,RB,24,16,2,0,0,0,49,273,3,4,3,17,0,0,0,0,0,470,500,BoonMi00,2019
Josh Gordon,2TM,WR,28,11,7,0,0,1,1,1,0,47,27,426,1,0,0,0,0,470,737,GordJo02,2019
Hayden Hurst,BAL,TE,26,16,4,0,0,0,0,0,0,39,30,349,2,0,0,0,0,470,769,HursHa00,2019
Foster Moreau,OAK,TE,22,13,7,0,0,0,0,0,0,25,21,174,5,0,0,0,0,470,684,MoreFo00,2019
Jalen Richard,OAK,RB,26,16,0,0,0,0,39,145,0,43,36,323,0,2,0,0,0,470,828,RichJa01,2019
Jordan Wilkins,IND,RB,25,14,1,0,0,0,51,307,2,11,7,43,0,0,0,0,0,470,540,WilkJo01,2019
Vance McDonald,PIT,TE,29,14,14,0,0,0,1,2,0,55,38,273,3,1,0,0,0,460,835,McDoVa00,2019
Albert Wilson,MIA,WR,27,13,4,20,0,0,5,45,0,62,43,351,1,0,0,0,0,460,894,WilsAl02,2019
Patrick Laird,MIA,RB,24,15,4,0,0,0,62,168,1,30,23,204,0,0,0,1,0,450,682,LairPa00,2019
Ricky Seals-Jones,CLE,WR,24,14,3,0,0,0,0,0,0,22,14,229,4,1,1,0,0,450,589,SealRi00,2019
Kaden Smith,NYG,TE,22,9,6,0,0,0,0,0,0,42,31,268,3,2,0,0,0,450,758,SmitKa00,2019
Nick Boyle,BAL,TE,26,16,15,0,0,0,0,0,0,43,31,321,2,0,0,0,0,440,751,BoylNi00,2019
Jeff Wilson,SFO,RB,24,10,0,0,0,0,27,105,4,5,3,34,1,0,0,0,0,440,469,WilsJe01,2019
David Moore,SEA,WR,24,14,1,0,0,0,3,25,0,34,17,301,2,2,1,0,0,430,596,MoorDa03,2019
Irv Smith Jr.,MIN,TE,21,16,7,0,0,0,0,0,0,47,36,311,2,1,0,0,0,430,791,SmitIr01,2019
Brandon Bolden,NWE,RB,29,15,2,0,0,0,15,68,3,11,9,111,1,0,0,0,0,420,509,BoldBr00,2019
Justice Hill,BAL,RB,22,16,0,0,0,0,58,225,2,15,8,70,0,0,0,0,0,420,495,HillJu00,2019
Cody Latimer,NYG,WR,27,15,10,0,0,0,0,0,0,42,24,300,2,0,0,0,0,420,660,LatiCo00,2019
Matt Moore,KAN,QB,35,6,2,659,4,0,5,-1,0,0,0,0,0,2,0,0,0,420,423,MoorMa01,2019
Bo Scarbrough,DET,RB,25,6,5,0,0,0,89,377,1,4,1,5,0,1,1,0,0,420,432,ScarBo01,2019
Geronimo Allison,GNB,WR,25,16,6,0,0,0,1,7,0,55,34,287,2,2,1,1,0,410,754,AlliGe01,2019
Josh Hill,NOR,TE,29,16,11,0,0,0,0,0,0,35,25,226,3,0,0,0,0,410,656,HillJo02,2019
Dion Lewis,TEN,RB,29,16,1,0,0,0,54,209,0,32,25,164,1,1,1,0,0,410,663,LewiDi00,2019
Josh Reynolds,LAR,WR,24,16,2,0,0,0,5,23,0,43,21,326,1,0,0,0,0,410,619,ReynJo00,2019
Damiere Byrd,ARI,WR,26,11,3,0,0,0,0,0,0,46,32,359,1,1,1,0,0,400,719,ByrdDa00,2019
Marcus Johnson,IND,WR,25,8,6,0,0,0,0,0,0,33,17,277,2,0,0,0,0,400,567,JohnMa07,2019
Dare Ogunbowale,TAM,RB,25,16,0,0,0,0,11,17,2,46,35,286,0,2,1,0,0,400,753,OgunDa00,2019
Seth Roberts,BAL,WR,28,16,0,0,0,0,0,0,0,35,21,271,2,0,0,0,0,390,601,RobeSe00,2019
Kalen Ballage,MIA,RB,24,12,6,0,0,0,74,135,3,24,14,63,0,0,0,0,0,380,518,BallKa00,2019
Giovani Bernard,CIN,RB,28,16,2,0,0,0,53,170,0,43,30,234,0,2,1,0,0,380,684,BernGi00,2019
Miles Boykin,BAL,WR,23,16,11,0,0,0,0,0,0,22,13,198,3,0,0,0,0,380,508,BoykMi00,2019
Nick Foles,JAX,QB,30,4,4,736,3,2,4,23,0,0,0,0,0,2,2,0,1,380,377,FoleNi00,2019
Ryquell Armstead,JAX,RB,23,16,1,0,0,0,35,108,0,24,14,144,2,0,0,0,0,370,512,ArmsRy00,2019
Wayne Gallman,NYG,RB,25,10,2,0,0,0,29,110,2,15,11,102,1,0,1,0,0,370,482,GallWa00,2019
Kelvin Harmon,WAS,WR,23,16,8,11,0,0,0,0,0,44,30,365,0,0,0,0,0,370,669,HarmKe00,2019
Paul Richardson,WAS,WR,27,10,6,0,0,0,1,0,0,42,28,245,2,0,0,0,0,370,645,RichPa01,2019
DaeSean Hamilton,DEN,WR,24,16,2,0,0,0,0,0,0,52,28,297,1,0,0,0,0,360,637,HamiDa01,2019
Ty Johnson,DET,RB,22,16,1,0,0,0,63,273,0,31,24,109,0,1,1,0,0,360,602,JohnTy02,2019
Isaiah McKenzie,BUF,WR,24,15,8,0,0,0,8,49,0,39,27,254,1,0,0,0,0,360,633,McKeIs00,2019
Jakobi Meyers,NWE,WR,23,15,1,0,0,0,0,0,0,41,26,359,0,0,0,0,0,360,619,MeyeJa01,2019
C.J. Uzomah,CIN,TE,26,16,16,0,0,0,0,0,0,40,27,242,2,0,0,0,0,360,632,UzomC.00,2019
Demetrius Harris,CLE,TE,28,15,6,0,0,0,0,0,0,27,15,149,3,0,0,1,0,350,499,HarrDe03,2019
Jonathan Williams,IND,RB,25,9,1,0,0,0,49,235,1,5,5,59,0,0,0,0,0,350,404,WillJo07,2019
Tavon Austin,DAL,WR,29,14,0,0,0,0,6,47,1,24,13,177,1,1,0,0,0,340,474,AustTa00,2019
Delanie Walker,TEN,TE,35,7,4,0,0,0,0,0,0,31,21,215,2,1,0,0,0,340,545,WalkHu00,2019
Brandon Allen,DEN,QB,27,3,3,515,3,2,10,39,0,0,0,0,0,0,0,0,0,330,325,AlleBr00,2019
Marvin Hall,DET,WR,26,9,0,0,0,0,1,7,0,11,7,261,1,0,0,0,0,330,398,HallMa02,2019
Matt Schaub,ATL,QB,38,6,1,580,3,1,3,-3,0,0,0,0,0,1,1,0,1,330,329,SchaMa00,2019
Jaron Brown,SEA,WR,29,14,4,0,0,0,0,0,0,28,16,220,2,1,1,0,0,320,480,BrowJa03,2019
Vyncint Smith,NYJ,WR,23,13,4,0,0,0,3,52,1,31,17,225,0,1,1,0,0,320,487,SmitVy00,2019
Greg Ward,PHI,WR,24,7,3,0,0,0,1,5,0,40,28,254,1,0,0,0,0,320,599,WardGr02,2019
Pharoh Cooper,2TM,WR,24,13,1,0,0,0,1,2,0,33,25,243,1,0,0,0,0,310,555,CoopPh00,2019
Keke Coutee,HOU,WR,22,9,4,0,0,0,2,14,1,36,22,254,0,1,1,0,0,310,528,CoutKe00,2019
Kyle Juszczyk,SFO,RB,28,12,12,0,0,0,3,7,0,24,20,239,1,0,0,0,0,310,506,JuszKy00,2019
Malik Turner,SEA,WR,23,15,3,0,0,0,0,0,0,22,15,245,1,0,0,0,0,310,455,TurnMa00,2019
Charles Clay,ARI,TE,30,15,10,0,0,0,0,0,0,24,18,237,1,0,0,0,0,300,477,ClayCh00,2019
Qadree Ollison,ATL,RB,23,8,0,0,0,0,22,50,4,2,1,7,0,1,0,0,0,300,307,OlliQa00,2019
Chester Rogers,IND,WR,25,12,6,0,0,0,1,18,0,28,16,179,2,2,1,0,0,300,457,RogeCh02,2019
Jeremy Sprinkle,WAS,TE,25,16,13,0,0,0,0,0,0,40,26,241,1,1,0,0,0,300,561,SpriJe00,2019
Jarius Wright,CAR,WR,30,16,9,0,0,0,1,-7,0,58,28,296,0,0,0,0,0,290,569,WrigJa02,2019
DeSean Jackson,PHI,WR,33,3,3,0,0,0,0,0,0,10,9,159,2,0,0,0,0,280,369,JackDe00,2019
Jake Kumerow,GNB,WR,27,14,4,0,0,0,0,0,0,21,12,219,1,0,0,0,0,280,399,KumeJa00,2019
Scott Miller,TAM,WR,22,10,2,0,0,0,2,16,0,26,13,200,1,0,0,0,0,280,406,MillSc01,2019
Justin Watson,TAM,WR,24,16,2,0,0,0,0,0,0,26,15,159,2,0,0,0,0,280,429,WatsJu01,2019
Jakeem Grant,MIA,WR,27,10,2,0,0,0,4,5,1,33,19,164,0,2,1,0,0,270,459,GranJa00,2019
N'Keal Harry,NWE,WR,22,7,5,0,0,0,5,49,0,24,12,105,2,0,0,0,0,270,394,HarrNK00,2019
James O'Shaughnessy,JAX,TE,27,5,5,0,0,0,0,0,0,20,14,153,2,0,0,0,0,270,413,O'ShJa00,2019
Mark Walton,MIA,RB,22,7,4,0,0,0,53,201,0,21,15,89,0,1,1,0,0,270,420,WaltMa00,2019
Chase Daniel,CHI,QB,33,3,1,435,3,2,6,6,0,0,0,0,0,0,0,0,0,260,260,DaniCh00,2019
Anthony Firkser,TEN,RB,24,15,1,0,0,0,0,0,0,24,14,204,1,0,0,0,0,260,404,FirkAn00,2019
Isaiah Ford,MIA,WR,23,8,0,0,0,0,1,11,0,35,23,244,0,0,0,0,0,260,485,FordIs00,2019
Marquise Goodwin,SFO,WR,29,9,6,0,0,0,1,15,0,21,12,186,1,0,0,0,0,260,381,GoodMa00,2019
Dontrell Hilliard,CLE,RB,24,14,0,0,0,0,13,49,2,15,12,92,0,2,0,0,0,260,381,HillDo00,2019
Andy Isabella,ARI,WR,23,15,1,0,0,0,4,15,0,13,9,189,1,0,0,0,0,260,354,IsabAn00,2019
Bilal Powell,NYJ,RB,31,13,1,0,0,0,59,229,0,12,7,33,0,0,0,0,0,260,332,PoweBi00,2019
Trey Quinn,WAS,WR,24,12,6,0,0,0,0,0,0,47,26,198,1,1,1,1,0,260,518,QuinTr00,2019
Damion Ratley,CLE,WR,24,13,3,0,0,0,0,0,0,24,12,200,1,0,0,0,0,260,380,RatlDa00,2019
Maxx Williams,ARI,TE,25,16,10,0,0,0,0,0,0,19,15,202,1,0,0,0,0,260,412,WillMa04,2019
Dan Arnold,2TM,WR,24,5,1,0,0,0,0,0,0,14,8,127,2,0,0,0,0,250,327,ArnoDa00,2019
Ryan Finley,CIN,QB,25,3,3,474,2,2,10,77,0,0,0,0,0,4,3,0,0,250,247,FinlRy00,2019
KeeSean Johnson,ARI,WR,23,10,4,0,0,0,1,3,0,42,21,187,1,1,1,1,0,250,460,JohnKe07,2019
Cordarrelle Patterson,CHI,WR,28,16,4,0,0,0,17,103,0,17,11,83,0,0,0,0,0,250,356,PattCo00,2019
Ito Smith,ATL,RB,24,7,0,0,0,0,22,106,1,14,11,87,0,0,0,0,0,250,363,SmitIt00,2019
Javon Wims,CHI,WR,25,16,6,0,0,0,0,0,0,39,18,186,1,0,0,0,0,250,426,WimsJa00,2019
Ameer Abdullah,MIN,RB,26,16,0,0,0,0,23,115,0,21,15,88,1,1,1,0,0,240,393,AbduAm00,2019
Myles Gaskin,MIA,RB,22,7,0,0,0,0,36,133,1,12,7,51,0,0,0,0,0,240,314,GaskMy00,2019
Dante Pettis,SFO,WR,24,11,4,16,0,0,0,0,0,24,11,109,2,0,0,0,0,240,345,PettDa00,2019
Laquon Treadwell,MIN,WR,24,13,1,0,0,0,0,0,0,16,9,184,1,0,0,0,0,240,334,TreaLa00,2019
Olamide Zaccheaus,ATL,WR,22,10,0,0,0,0,0,0,0,5,3,115,1,0,0,0,0,240,265,ZaccOl01,2019
JJ Arcega-Whiteside,PHI,WR,23,16,5,0,0,0,0,0,0,22,10,169,1,0,0,0,0,230,329,ArceJJ00,2019
Reggie Bonnafon,CAR,RB,23,16,0,0,0,0,16,116,1,9,6,57,0,0,0,0,0,230,293,BonnRe00,2019
Rhett Ellison,NYG,TE,31,10,7,0,0,0,0,0,0,28,18,167,1,0,0,0,0,230,407,ElliRh00,2019
Bennie Fowler,NYG,WR,28,8,2,0,0,0,1,20,0,36,23,193,0,0,0,1,0,230,463,FowlBe00,2019
Byron Pringle,KAN,WR,26,16,0,0,0,0,0,0,0,16,12,170,1,0,0,0,0,230,350,PrinBy00,2019
Darwin Thompson,KAN,RB,22,12,0,0,0,0,37,128,1,10,9,43,0,0,0,0,0,230,321,ThomDa06,2019
Logan Thomas,DET,TE,28,16,3,0,0,0,0,0,0,28,16,173,1,0,0,0,0,230,393,ThomLo00,2019
Duke Williams,BUF,WR,27,4,3,0,0,0,0,0,0,19,12,166,1,0,0,0,0,230,346,WillDu01,2019
Justin Jackson,LAC,RB,23,7,0,0,0,0,29,200,0,11,9,22,0,0,0,0,0,220,312,JackJu01,2019
Zay Jones,2TM,WR,24,15,9,0,0,0,1,3,0,45,27,216,0,0,0,0,0,220,489,JoneZa00,2019
Marcedes Lewis,GNB,TE,35,16,11,0,0,0,0,0,0,19,15,156,1,0,0,0,0,220,366,LewiMa00,2019
Tim Patrick,DEN,WR,26,8,2,0,0,0,0,0,0,31,16,218,0,0,0,0,0,220,378,PatrTi00,2019
Ross Dwelley,SFO,TE,24,16,6,0,0,0,0,0,0,22,15,91,2,0,0,0,0,210,361,DwelRo00,2019
Jaeden Graham,ATL,TE,24,16,0,0,0,0,0,0,0,10,9,149,1,0,0,0,0,210,299,GrahJa01,2019
C.J. Ham,MIN,RB,26,16,7,0,0,0,7,17,0,26,17,149,1,1,1,0,0,210,376,HamxC.00,2019
Brian Hoyer,IND,QB,34,4,1,372,4,4,8,2,0,0,0,0,0,2,1,0,0,210,211,HoyeBr00,2019
Kalif Raymond,TEN,WR,25,8,1,0,0,0,1,-5,0,12,9,170,1,1,1,0,0,210,295,RaymKa00,2019
Parris Campbell,IND,WR,22,7,3,0,0,0,4,34,0,24,18,127,1,3,1,0,0,200,381,CampPa00,2019
Derek Carrier,OAK,TE,29,16,4,0,0,0,1,27,0,19,13,108,1,0,0,0,0,200,325,CarrDe00,2019
Trevor Davis,3TM,WR,26,14,4,0,0,0,4,73,1,11,8,111,0,3,2,0,0,200,284,DaviTr03,2019
Justin Hardy,ATL,WR,28,16,1,0,0,0,0,0,0,26,19,195,0,0,0,0,0,200,385,HardJu00,2019
Richie James,SFO,WR,24,16,1,0,0,0,2,-1,0,10,6,165,1,1,1,0,0,200,264,JameRi00,2019
Ian Thomas,CAR,TE,23,16,3,0,0,0,0,0,0,30,16,136,1,0,0,0,0,200,356,ThomIa00,2019
Matt LaCosse,NWE,TE,27,11,8,0,0,0,0,0,0,19,13,131,1,0,0,0,0,190,321,LaCoMa00,2019
Ty Montgomery,NYJ,WR,26,16,2,0,0,0,32,103,0,17,13,90,0,0,0,0,0,190,323,MontTy01,2019
C.J. Prosise,SEA,RB,25,9,0,0,0,0,23,72,1,12,10,76,0,1,1,0,0,190,288,ProsC.00,2019
Vernon Davis,WAS,TE,35,4,1,0,0,0,0,0,0,19,10,123,1,0,0,0,0,180,283,DaviVe00,2019
Darrell Henderson,LAR,RB,22,13,0,0,0,0,39,147,0,6,4,37,0,0,0,0,0,180,224,HendDa00,2019
Dontrelle Inman,2TM,WR,30,7,1,0,0,0,0,0,0,21,12,181,0,0,0,0,0,180,301,InmaDo00,2019
Josh Rosen,MIA,QB,22,6,3,567,1,5,3,13,0,0,0,0,0,1,0,0,0,180,180,RoseJo01,2019
Jeff Heuerman,DEN,TE,27,14,11,0,0,0,0,0,0,20,14,114,1,0,0,0,0,170,314,HeueJe00,2019
Travis Homer,SEA,RB,21,16,1,0,0,0,18,114,0,13,11,56,0,0,0,0,0,170,280,HomeTr00,2019
Ryan Izzo,NWE,TE,24,6,4,0,0,0,0,0,0,9,6,114,1,0,0,0,0,170,234,IzzoRy00,2019
A.J. McCarron,HOU,QB,29,2,1,225,0,1,5,39,1,0,0,0,0,0,0,0,0,170,169,McCaA.00,2019
Cam Newton,CAR,QB,30,2,2,572,0,1,5,-2,0,0,0,0,0,2,2,0,0,170,167,NewtCa00,2019
Nick O'Leary,2TM,TE,27,12,5,0,0,0,0,0,0,18,13,109,1,1,0,0,0,170,299,OLeaNi00,2019
Devin Smith,DAL,WR,27,4,2,0,0,0,0,0,0,9,5,113,1,0,0,0,0,170,223,SmitDe04,2019
Nick Vannett,2TM,TE,26,16,7,0,0,0,0,0,0,22,17,166,0,0,0,0,0,170,336,VannNi00,2019
Ben Watson,NWE,TE,39,10,8,0,0,0,0,0,0,24,17,173,0,0,0,0,0,170,343,WatsBe00,2019
T.J. Yeldon,BUF,RB,26,6,0,0,0,0,17,63,0,15,13,124,0,1,1,0,0,170,297,YeldT.00,2019
Andrew Beck,DEN,TE,23,16,6,6,0,0,1,3,0,12,9,90,1,0,0,0,0,160,245,BeckAn01,2019
Robert Griffin III,BAL,QB,29,7,1,225,1,2,20,70,0,0,0,0,0,0,0,0,0,160,160,GrifRo01,2019
Hale Hentges,WAS,TE,23,11,4,0,0,0,0,0,0,14,8,103,1,0,0,0,0,160,243,HentHa00,2019
Robert Tonyan,GNB,TE,25,11,1,0,0,0,0,0,0,15,10,100,1,0,0,0,0,160,260,TonyRo00,2019
Joshua Perkins,PHI,TE,26,5,0,0,0,0,0,0,0,13,9,87,1,0,0,0,0,150,237,PerkJo02,2019
MyCole Pruitt,TEN,TE,27,16,10,0,0,0,0,0,0,8,6,90,1,0,0,0,0,150,210,PruiMy00,2019
Wendell Smallwood,WAS,RB,25,15,0,0,0,0,22,81,0,13,9,64,0,0,0,0,0,150,235,SmalWe00,2019
DeAndre Carter,HOU,WR,26,16,3,0,0,0,0,0,0,14,11,162,0,2,1,0,0,140,252,CartDe02,2019
Seth Devalve,JAX,TE,26,12,6,0,0,0,0,0,0,18,12,140,0,0,0,0,0,140,260,DevaSe00,2019
Trey Edmunds,PIT,RB,25,11,0,0,0,0,22,92,0,7,6,48,0,0,0,0,0,140,200,EdmuTr00,2019
Virgil Green,LAC,TE,31,15,4,0,0,0,0,0,0,13,9,78,1,0,0,0,0,140,228,GreeVi00,2019
Wes Hills,DET,RB,24,1,1,0,0,0,10,21,2,2,2,1,0,0,0,0,0,140,162,HillWe00,2019
Jesse James,DET,TE,25,16,11,0,0,0,0,0,0,27,16,142,0,0,0,0,0,140,302,JameJe00,2019
Daniel Brown,NYJ,WR,27,16,5,0,0,0,0,0,0,11,7,72,1,0,0,0,0,130,202,BrowDa04,2019
Keelan Doss,OAK,WR,23,8,2,0,0,0,0,0,0,14,11,133,0,0,0,0,0,130,243,DossKe00,2019
Mack Hollins,2TM,WR,26,16,3,0,0,0,0,0,0,23,10,125,0,0,0,0,0,130,225,HollMa00,2019
Jesper Horsted,CHI,TE,22,6,1,0,0,0,0,0,0,10,8,87,1,1,1,0,0,130,207,HorsJe00,2019
Tyler Kroft,BUF,TE,27,11,3,0,0,0,0,0,0,14,6,71,1,0,0,0,0,130,191,KrofTy00,2019
Ben Roethlisberger,PIT,QB,37,2,2,351,0,1,1,7,0,0,0,0,0,1,0,0,0,130,127,RoetBe00,2019
Kerrith Whyte Jr,PIT,RB,23,6,0,0,0,0,24,122,0,1,1,9,0,0,0,0,0,130,141,WhytKe00,2019
Ben Braunecker,CHI,TE,25,11,3,0,0,0,0,0,0,11,6,59,1,0,0,0,0,120,179,BrauBe00,2019
Antonio Brown,NWE,WR,31,1,0,0,0,0,1,5,0,8,4,56,1,0,0,0,0,120,161,BrowAn04,2019
Deon Cain,2TM,WR,23,13,6,0,0,0,0,0,0,20,9,124,0,0,0,0,0,120,214,CainDe00,2019
Rashard Higgins,CLE,WR,25,10,1,0,0,0,0,0,0,11,4,55,1,0,0,0,0,120,155,HiggRa00,2019
Alec Ingold,OAK,RB,23,16,4,0,0,0,10,17,0,6,6,44,1,0,0,0,0,120,181,IngoAl01,2019
Javorius Allen,NYG,RB,28,10,0,0,0,0,10,36,1,2,1,9,0,0,0,0,0,110,115,AlleJa01,2019
Stephen Carlson,CLE,TE,23,9,5,0,0,0,0,0,0,7,5,51,1,0,0,0,0,110,161,CarlSt00,2019
Patrick Ricard,BAL,RB,25,16,7,0,0,0,0,0,0,11,8,47,1,0,0,0,0,110,187,RicaPa00,2019
Darren Sproles,PHI,RB,36,6,1,0,0,0,17,66,0,10,6,24,0,1,0,1,0,110,170,SproDa00,2019
Tommy Sweeney,BUF,TE,24,6,1,0,0,0,0,0,0,13,8,114,0,0,0,0,0,110,194,SweeTo00,2019
Brandon Zylstra,CAR,WR,26,8,0,0,0,0,0,0,0,12,8,106,0,1,0,0,0,110,186,ZylsBr00,2019
Marcell Ateman,OAK,WR,25,11,0,0,0,0,0,0,0,10,5,116,0,1,1,0,0,100,146,AtemMa00,2019
Braxton Berrios,NYJ,WR,24,16,0,0,0,0,0,0,0,13,6,115,0,1,1,0,0,100,155,BerrBr00,2019
Troy Fumagalli,DEN,TE,24,11,5,0,0,0,0,0,0,9,6,38,1,0,0,0,0,100,158,FumaTr00,2019
Deonte Harty,NOR,WR,22,14,1,0,0,0,4,31,0,6,6,24,0,3,1,0,0,100,155,HarrDe07,2019
Andy Janovich,DEN,RB,26,7,3,0,0,0,1,1,1,5,5,42,0,0,0,0,0,100,153,JanoAn00,2019
T.J. Jones,NYG,WR,27,3,0,0,0,0,0,0,0,4,3,38,1,3,0,0,0,100,128,JoneT.00,2019
JJ Nelson,OAK,WR,27,2,1,0,0,0,0,0,0,5,4,36,1,0,0,0,0,100,136,NelsJJ00,2019
David Njoku,CLE,TE,23,4,1,0,0,0,0,0,0,10,5,41,1,0,0,0,0,100,151,NjokDa00,2019
Danny Vitale,GNB,RB,26,15,4,0,0,0,1,3,0,12,7,97,0,0,0,0,0,100,170,VitaDa00,2019
Derek Watt,LAC,RB,27,16,2,0,0,0,7,10,1,5,3,32,0,0,0,0,0,100,132,WattDe00,2019
Mo Alie-Cox,IND,TE,26,16,2,0,0,0,0,0,0,11,8,93,0,0,0,0,0,90,173,AlieMo00,2019
Kenjon Barner,ATL,RB,30,14,0,3,0,0,4,28,0,8,6,22,0,4,1,0,0,90,151,BarnKe00,2019
Christian Blake,ATL,WR,23,9,3,0,0,0,0,0,0,24,11,91,0,0,0,0,0,90,201,BlakCh00,2019
Antonio Callaway,CLE,WR,22,4,2,0,0,0,0,0,0,15,8,89,0,0,0,0,0,90,169,CallAn00,2019
Luke Falk,NYJ,QB,25,3,2,416,0,3,0,0,0,0,0,0,0,2,1,0,0,90,86,FalkLu00,2019
Robert Foster,BUF,WR,25,13,2,0,0,0,2,29,0,18,3,64,0,0,0,0,0,90,123,FostRo01,2019
J.P. Holtz,2TM,TE,26,15,7,0,0,0,0,0,0,8,7,91,0,0,0,0,0,90,161,HoltJ.01,2019
D'Ernest Johnson,CLE,RB,23,16,0,0,0,0,4,21,0,7,6,71,0,0,0,0,0,90,152,JohnDE04,2019
Marshawn Lynch,SEA,RB,33,1,0,0,0,0,12,34,1,0,0,0,0,0,0,0,0,90,94,LyncMa00,2019
Lee Smith,BUF,WR,32,16,5,0,0,0,0,0,0,5,4,31,1,0,0,0,0,90,131,SmitLe00,2019
Alex Armah,CAR,RB,25,16,1,0,0,0,6,11,1,2,2,6,0,0,0,0,0,80,97,ArmaAl00,2019
Nick Bellore,SEA,RB,30,14,1,0,0,0,0,0,0,2,2,23,1,0,0,0,0,80,103,BellNi01,2019
Ventell Bryant,DAL,WR,23,12,0,0,0,0,0,0,0,1,1,15,1,0,0,0,0,80,85,BryaVe00,2019
Trey Burton,CHI,TE,28,8,5,0,0,0,0,0,0,24,14,84,0,0,0,0,0,80,224,BurtTr01,2019
KhaDarel Hodge,CLE,WR,24,16,1,0,0,0,0,0,0,10,4,76,0,0,0,0,0,80,116,HodgKh00,2019
Trent Sherfield,ARI,WR,23,16,1,0,0,0,0,0,0,13,4,80,0,0,0,0,0,80,120,SherTr00,2019
Damion Willis,CIN,WR,22,10,2,0,0,0,0,0,0,16,9,82,0,0,0,0,0,80,172,WillDa11,2019
Luke Willson,SEA,TE,29,8,7,0,0,0,0,0,0,10,8,79,0,0,0,0,0,80,159,WillLu00,2019
Chad Beebe,MIN,WR,25,3,0,0,0,0,0,0,0,2,2,70,0,3,0,0,0,70,90,BeebCh00,2019
Blake Bell,KAN,TE,28,15,7,0,0,0,0,0,0,15,8,67,0,0,0,0,0,70,147,BellBl00,2019
Devontae Booker,DEN,RB,27,16,0,0,0,0,2,9,0,9,6,57,0,0,0,0,0,70,126,BookDe00,2019
Tra Carson,2TM,RB,27,3,1,0,0,0,18,48,0,4,4,18,0,0,0,0,0,70,106,CarsTr01,2019
Cethan Carter,CIN,TE,24,15,0,0,0,0,0,0,0,3,2,13,1,0,0,0,0,70,93,CartCe00,2019
Chris Hogan,CAR,WR,32,7,1,0,0,0,0,0,0,15,8,67,0,0,0,0,0,70,147,HogaCh00,2019
Troymaine Pope,LAC,RB,26,14,0,0,0,0,10,20,0,3,2,14,1,1,1,0,0,70,94,PopeTr00,2019
Riley Ridley,CHI,WR,23,5,0,0,0,0,0,0,0,7,6,69,0,0,0,0,0,70,129,RidlRi00,2019
Adam Shaheen,CHI,RB,25,8,2,0,0,0,0,0,0,13,9,74,0,1,1,1,0,70,164,ShahAd00,2019
Durham Smythe,MIA,TE,24,16,14,0,0,0,0,0,0,14,7,65,0,0,0,0,0,70,135,SmytDu00,2019
Geoff Swaim,JAX,TE,26,6,2,0,0,0,0,0,0,17,13,65,0,0,0,0,0,70,195,SwaiGe00,2019
Spencer Ware,KAN,RB,28,3,1,0,0,0,17,51,0,7,5,22,0,1,0,0,0,70,123,WareSp00,2019
Dwayne Washington,NOR,RB,25,16,0,0,0,0,8,60,0,1,1,6,0,0,0,0,0,70,76,WashDw00,2019
Matt Barkley,BUF,QB,29,2,0,359,0,3,2,-4,0,0,0,0,0,3,1,0,0,60,60,BarkMa00,2019
Tyler Conklin,MIN,TE,24,15,1,0,0,0,0,0,0,10,8,58,0,0,0,0,0,60,138,ConkTy00,2019
Brett Hundley,ARI,QB,26,3,0,49,0,0,7,41,0,0,0,0,0,0,0,0,0,60,61,HundBr00,2019
Tevin Jones,PIT,WR,27,5,0,0,0,0,0,0,0,10,4,61,0,0,0,0,0,60,101,JoneTe02,2019
Chris Lacy,DET,WR,23,7,2,0,0,0,0,0,0,10,3,60,0,0,0,0,0,60,90,LacyCh00,2019
