name,team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard_10,fantasy_points_ppr_10,player_id,year
Julio Jones,ATL,WR,30,15,15,0,0,0,2,-3,0,157,99,1394,6,1,0,0,0,1750,2741,JoneJu02,2019
DeVante Parker,MIA,WR,26,16,14,0,0,0,0,0,0,128,72,1202,9,0,0,0,0,1740,2462,ParkDe01,2019
Leonard Fournette,JAX,RB,24,15,15,0,0,0,265,1152,3,100,76,522,0,1,1,0,0,1830,2594,FourLe00,2019
Jameis Winston,TAM,QB,25,16,16,5109,33,30,59,250,1,0,0,0,0,12,5,2,2,3050,3054,WinsJa00,2019
Austin Hooper,ATL,TE,25,13,10,0,0,0,0,0,0,97,75,787,6,0,0,1,0,1170,1917,HoopAu00,2019
Amari Cooper,DAL,WR,25,16,16,0,0,0,1,6,0,119,79,1189,8,0,0,0,0,1680,2465,CoopAm00,2019
Mike Evans,TAM,WR,26,13,13,0,0,0,0,0,0,118,67,1157,8,0,0,1,0,1660,2327,EvanMi00,2019
A.J. Brown,TEN,WR,22,16,11,0,0,0,3,60,1,84,52,1051,8,1,0,0,0,1650,2171,BrowAJ00,2019
DeAndre Hopkins,HOU,WR,27,15,15,6,1,1,2,18,0,150,104,1165,7,0,0,1,0,1650,2685,HopkDe00,2019
Josh Jacobs,OAK,RB,21,13,13,0,0,0,242,1150,7,27,20,166,0,1,1,0,0,1720,1916,JacoJo01,2019
Miles Sanders,PHI,RB,22,16,11,0,0,0,179,818,3,63,50,509,3,2,1,1,0,1690,2187,SandMi01,2019
Keenan Allen,LAC,WR,27,16,16,0,0,0,3,16,0,149,104,1199,6,0,0,0,0,1580,2615,AlleKe00,2019
Allen Robinson,CHI,WR,26,16,15,0,0,0,1,2,0,154,98,1147,7,0,0,0,0,1570,2549,RobiAl02,2019
Alvin Kamara,NOR,RB,24,14,9,13,0,0,171,797,5,97,81,533,1,4,1,0,0,1680,2485,KamaAl00,2019
Marlon Mack,IND,RB,23,14,12,0,0,0,247,1091,8,17,14,82,0,0,0,1,0,1670,1813,MackMa00,2019
Julian Edelman,NWE,WR,33,16,13,47,1,0,8,27,0,153,100,1117,6,3,1,1,0,1560,2563,EdelJu00,2019
Josh Allen,BUF,QB,23,16,16,3089,20,9,109,510,9,0,0,0,0,14,4,1,2,2890,2886,AlleJo02,2019
Jarvis Landry,CLE,WR,27,16,16,0,0,0,1,10,0,138,83,1174,6,0,0,0,0,1540,2374,LandJa00,2019
Kenyan Drake,2TM,RB,25,14,10,0,0,0,170,817,8,68,50,345,0,2,1,1,0,1640,2142,DrakKe00,2019
Tyler Lockett,SEA,WR,27,16,16,0,0,0,4,-5,0,110,82,1057,8,1,0,0,0,1530,2352,LockTy00,2019
DJ Chark,JAX,WR,23,15,14,0,0,0,2,20,0,118,73,1008,8,0,0,1,0,1530,2258,CharDJ00,2019
Patrick Mahomes,KAN,QB,24,14,14,4031,26,5,43,218,2,0,0,0,0,3,2,0,1,2870,2870,MahoPa00,2019
Kyler Murray,ARI,QB,22,16,16,3722,20,12,93,544,4,0,0,0,0,5,2,0,3,2850,2853,MurrKy00,2019
Phillip Lindsay,DEN,RB,25,16,16,0,0,0,224,1011,7,48,35,196,0,0,0,0,0,1630,1977,LindPh00,2019
Courtland Sutton,DEN,WR,24,16,14,38,0,0,3,17,0,124,72,1112,6,2,0,0,0,1500,2224,SuttCo00,2019
Stefon Diggs,MIN,WR,26,15,15,0,0,0,5,61,0,94,63,1130,6,4,3,0,0,1490,2121,DiggSt00,2019
John Brown,BUF,WR,29,15,15,28,1,0,2,7,0,115,72,1060,6,0,0,0,0,1480,2198,BrowJo02,2019
Michael Gallup,DAL,WR,23,14,12,0,0,0,0,0,0,113,66,1107,6,0,0,0,0,1470,2127,GallMi00,2019
Hunter Henry,LAC,TE,25,12,12,0,0,0,0,0,0,76,55,652,5,1,1,1,0,950,1502,HenrHu00,2019
Aaron Rodgers,GNB,QB,36,16,16,4002,26,4,46,183,1,0,0,0,0,4,4,1,2,2780,2784,RodgAa00,2019
Tyler Higbee,LAR,TE,26,15,15,0,0,0,0,0,0,89,69,734,3,0,0,0,0,910,1604,HigbTy00,2019
D.J. Moore,CAR,WR,22,15,15,0,0,0,6,40,0,135,87,1175,4,2,1,0,0,1440,2305,MoorD.00,2019
Robert Woods,LAR,WR,27,15,15,0,0,0,17,115,1,139,90,1134,2,0,0,0,0,1430,2329,WoodRo02,2019
Carson Wentz,PHI,QB,27,16,16,4039,27,7,62,243,1,0,0,0,0,16,7,0,2,2760,2759,WentCa00,2019
Raheem Mostert,SFO,RB,27,16,0,0,0,0,137,772,8,22,14,180,2,2,2,0,0,1510,1652,MostRa00,2019
Dallas Goedert,PHI,TE,24,15,9,0,0,0,0,0,0,87,58,607,5,2,2,0,0,870,1447,GoedDa00,2019
Le'Veon Bell,NYJ,RB,27,15,15,0,0,0,245,789,3,78,66,461,1,1,1,1,0,1490,2150,BellLe00,2019
Mike Gesicki,MIA,TE,24,16,5,0,0,0,0,0,0,89,51,570,5,1,1,0,0,850,1360,GesiMi00,2019
Taysom Hill,NOR,TE,29,16,5,55,0,0,27,156,1,22,19,234,6,0,0,0,0,830,1022,HillTa00,2019
David Montgomery,CHI,RB,22,16,8,0,0,0,242,889,6,35,25,185,1,2,2,0,0,1450,1704,MontDa01,2019
Calvin Ridley,ATL,WR,25,13,10,0,0,0,2,34,0,93,63,866,7,0,0,1,0,1340,1970,RidlCa00,2019
Terry McLaurin,WAS,WR,24,14,14,0,0,0,0,0,0,93,58,919,7,0,0,0,0,1340,1919,McLaTe00,2019
Matt Ryan,ATL,QB,34,15,15,4466,26,14,34,147,1,0,0,0,0,9,5,0,1,2670,2673,RyanMa00,2019
Tyler Boyd,CIN,WR,25,16,15,0,0,0,4,23,0,148,90,1046,5,2,2,0,0,1330,2229,BoydTy00,2019
Carlos Hyde,HOU,RB,29,16,14,0,0,0,245,1070,6,16,10,42,0,4,2,0,0,1430,1532,HydeCa00,2019
Marvin Jones,DET,WR,29,13,11,0,0,0,2,0,0,91,62,779,9,0,0,0,0,1320,1939,JoneMa02,2019
Deebo Samuel,SFO,WR,23,15,11,0,0,0,14,159,3,81,57,802,3,2,1,1,0,1320,1891,SamuDe00,2019
Tyreek Hill,KAN,WR,25,12,12,0,0,0,8,23,0,89,58,860,7,0,0,0,0,1300,1883,HillTy00,2019
Davante Adams,GNB,WR,27,12,12,0,0,0,0,0,0,127,83,997,5,2,1,1,0,1300,2127,AdamDa01,2019
Tom Brady,NWE,QB,42,16,16,4057,24,8,26,34,3,0,0,0,0,4,1,0,1,2640,2637,BradTo00,2019
Jared Goff,LAR,QB,25,16,16,4638,22,16,33,40,2,0,0,0,0,10,5,0,0,2480,2475,GoffJa00,2019
Jimmy Garoppolo,SFO,QB,28,16,16,3978,27,13,46,62,1,0,0,0,0,10,5,0,2,2470,2473,GaroJi00,2019
Derek Carr,OAK,QB,28,16,16,4054,21,8,27,82,2,0,0,0,0,7,3,0,0,2440,2444,CarrDe02,2019
Kirk Cousins,MIN,QB,31,15,15,3603,26,6,31,63,1,1,0,0,0,10,3,0,1,2440,2444,CousKi00,2019
Ryan Fitzpatrick,MIA,QB,37,15,13,3529,20,13,54,243,4,0,0,0,0,9,2,0,1,2410,2415,FitzRy00,2019
Philip Rivers,LAC,QB,38,16,16,4615,23,20,12,29,0,0,0,0,0,8,3,0,1,2360,2355,RivePh00,2019
Baker Mayfield,CLE,QB,24,16,16,3827,22,21,28,141,3,0,0,0,0,6,2,0,1,2290,2292,MayfBa00,2019
Gardner Minshew II,JAX,QB,23,14,12,3271,21,6,67,344,0,0,0,0,0,12,7,0,3,2290,2292,MinsGa00,2019
Drew Brees,NOR,QB,40,11,11,2979,27,4,9,-4,1,0,0,0,0,0,0,0,0,2250,2248,BreeDr00,2019
Ryan Tannehill,TEN,QB,31,12,10,2742,22,6,43,185,4,0,0,0,0,5,3,1,0,2240,2242,TannRy00,2019
Jacoby Brissett,IND,QB,27,15,15,2942,18,6,56,228,4,1,1,2,0,7,5,0,1,2170,2177,BrisJa00,2019
Daniel Jones,NYG,QB,22,13,12,3027,24,12,45,279,2,0,0,0,0,19,11,0,2,2150,2150,JoneDa05,2019
Andy Dalton,CIN,QB,32,13,13,3494,16,14,32,73,4,1,1,-4,0,8,4,1,1,2030,2037,DaltAn00,2019
Mitchell Trubisky,CHI,QB,25,15,15,3138,17,10,48,193,2,0,0,0,0,5,2,0,1,2030,2028,TrubMi00,2019
Sam Darnold,NYJ,QB,22,13,13,3024,19,13,33,62,2,0,0,0,0,11,3,0,3,1890,1892,DarnSa00,2019
Kyle Allen,CAR,QB,23,13,12,3322,17,16,32,106,2,0,0,0,0,13,7,0,0,1770,1775,AlleKy00,2019
Matthew Stafford,DET,QB,31,8,8,2499,19,5,20,66,0,0,0,0,0,5,3,0,0,1670,1666,StafMa00,2019
Sony Michel,NWE,RB,24,16,14,0,0,0,247,912,7,20,12,94,0,2,1,0,0,1410,1526,MichSo00,2019
Devonta Freeman,ATL,RB,27,14,14,0,0,0,184,656,2,70,59,410,4,3,2,0,0,1390,1976,FreeDe00,2019
Melvin Gordon,LAC,RB,26,12,11,0,0,0,162,612,8,55,42,296,1,4,3,0,0,1390,1808,GordMe00,2019
Ronald Jones II,TAM,RB,22,16,9,0,0,0,172,724,6,40,31,309,0,3,2,0,0,1350,1663,JoneRo01,2019
Adrian Peterson,WAS,RB,34,15,15,0,0,0,211,898,5,23,17,142,0,3,2,0,0,1300,1470,PeteAd01,2019
D.K. Metcalf,SEA,WR,22,16,15,0,0,0,2,11,0,100,58,900,7,3,3,1,0,1290,1871,MetcDK00,2019
James White,NWE,RB,27,15,1,35,0,0,67,263,1,95,72,645,5,1,1,1,0,1280,2002,WhitJa02,2019
Odell Beckham Jr.,CLE,WR,27,16,15,20,0,0,3,10,0,133,74,1035,4,1,1,0,0,1270,2013,BeckOd00,2019
Emmanuel Sanders,2TM,WR,32,17,16,35,1,0,0,0,0,97,66,869,5,0,0,1,0,1240,1903,SandEm00,2019
Latavius Murray,NOR,RB,29,16,8,0,0,0,146,637,5,43,34,235,1,0,0,0,0,1230,1572,MurrLa00,2019
Darius Slayton,NYG,WR,22,14,9,0,0,0,0,0,0,84,48,740,8,0,0,0,0,1220,1700,SlayDa01,2019
Jamison Crowder,NYJ,WR,26,16,12,0,0,0,1,4,0,122,78,833,6,0,0,0,0,1200,1977,CrowJa00,2019
Devin Singletary,BUF,RB,22,12,8,0,0,0,151,775,2,41,29,194,2,4,1,0,0,1190,1479,SingDe00,2019
Cole Beasley,BUF,WR,30,15,10,0,0,0,0,0,0,106,67,778,6,0,0,2,0,1180,1848,BeasCo00,2019
Curtis Samuel,CAR,WR,23,16,15,0,0,0,19,130,1,105,54,627,6,0,0,0,0,1180,1717,SamuCu00,2019
Tevin Coleman,SFO,RB,26,14,11,0,0,0,137,544,6,30,21,180,1,0,0,0,0,1140,1354,ColeTe01,2019
James Conner,PIT,RB,24,10,10,0,0,0,116,464,4,38,34,251,3,1,1,0,0,1120,1455,ConnJa00,2019
Mike Williams,LAC,WR,25,15,15,0,0,0,1,2,0,90,49,1001,2,0,0,0,0,1120,1613,WillMi07,2019
Damien Williams,KAN,RB,27,11,6,0,0,0,111,498,5,37,30,213,2,1,1,0,0,1110,1411,WillDa05,2019
Robbie Chosen,NYJ,WR,26,16,15,0,0,0,1,4,0,96,52,779,5,1,0,1,0,1100,1623,AndeRo04,2019
Chris Conley,JAX,WR,27,16,14,0,0,0,0,0,0,90,47,775,5,0,0,1,0,1100,1565,ConlCh00,2019
Duke Johnson,HOU,RB,26,16,2,0,0,0,83,410,2,62,44,410,3,1,1,0,0,1100,1540,JohnDu00,2019
Mason Rudolph,PIT,QB,24,10,8,1765,13,9,21,42,0,0,0,0,0,4,0,0,0,1090,1088,RudoMa00,2019
Jamaal Williams,GNB,RB,24,14,2,0,0,0,107,460,1,45,39,253,5,0,0,0,0,1070,1463,WillJa06,2019
David Johnson,ARI,RB,28,13,9,0,0,0,94,345,2,47,36,370,4,1,1,0,0,1060,1415,JohnDa08,2019
Diontae Johnson,PIT,WR,23,16,12,0,0,0,4,41,0,92,59,680,5,5,2,0,0,1040,1631,JohnDi01,2019
Case Keenum,WAS,QB,31,10,8,1707,11,5,9,12,1,0,0,0,0,6,3,0,0,1030,1035,KeenCa00,2019
Golden Tate,NYG,WR,31,11,10,0,0,0,1,16,0,85,49,676,6,1,1,0,0,1030,1522,TateGo00,2019
Larry Fitzgerald,ARI,WR,36,16,16,0,0,0,0,0,0,109,75,804,4,1,1,0,0,1020,1774,FitzLa00,2019
Breshad Perriman,TAM,WR,26,14,4,0,0,0,2,16,0,69,36,645,6,0,0,0,0,1020,1381,PerrBr02,2019
Peyton Barber,TAM,RB,25,16,7,0,0,0,154,470,6,24,16,115,1,1,1,1,0,1010,1165,BarbPe01,2019
Jordan Howard,PHI,RB,25,10,4,0,0,0,119,525,6,14,10,69,1,0,0,0,0,1010,1114,HowaJo00,2019
Tyrell Williams,OAK,WR,27,14,12,0,0,0,0,0,0,64,42,651,6,0,0,0,0,1010,1431,WillTy00,2019
Marquise Brown,BAL,WR,22,14,11,0,0,0,0,0,0,71,46,584,7,0,0,0,0,1000,1464,BrowMa04,2019
Randall Cobb,DAL,WR,29,15,6,0,0,0,3,11,0,83,55,828,3,2,1,0,0,1000,1549,CobbRa00,2019
Christian Kirk,ARI,WR,23,13,13,0,0,0,10,93,0,108,68,709,3,0,0,1,0,1000,1682,KirkCh01,2019
Royce Freeman,DEN,RB,23,16,0,0,0,0,132,496,3,50,43,256,1,0,0,0,0,990,1422,FreeRo00,2019
Mecole Hardman,KAN,WR,21,16,5,0,0,0,4,17,0,41,26,538,6,2,2,0,0,940,1195,HardMe00,2019
Zach Pascal,IND,WR,25,16,13,0,0,0,2,16,0,72,41,607,5,0,0,1,0,940,1353,PascZa00,2019
LeSean McCoy,KAN,RB,31,13,9,0,0,0,101,465,4,34,28,181,1,3,2,0,0,910,1186,McCoLe01,2019
Dede Westbrook,JAX,WR,26,15,11,0,0,0,5,27,0,101,66,660,3,1,0,2,0,910,1567,WestDe00,2019
Teddy Bridgewater,NOR,QB,27,9,5,1384,9,2,28,31,0,0,0,0,0,1,0,0,0,900,905,BridTe00,2019
James Washington,PIT,WR,23,15,10,0,0,0,0,0,0,80,44,735,3,1,1,0,0,900,1335,WashJa00,2019
Sammy Watkins,KAN,WR,26,14,13,0,0,0,2,12,0,90,52,673,3,2,1,1,0,870,1385,WatkSa00,2019
Gus Edwards,BAL,RB,24,16,1,0,0,0,133,711,2,7,7,45,0,2,1,0,0,860,926,EdwaGu00,2019
DeAndre Washington,OAK,RB,26,16,3,0,0,0,108,387,3,41,36,292,0,0,0,0,0,860,1219,WashDe00,2019
Tarik Cohen,CHI,RB,24,16,11,0,0,0,64,213,0,104,79,456,3,3,0,0,0,850,1639,CoheTa00,2019
Joe Flacco,DEN,QB,34,8,8,1822,6,5,12,20,0,0,0,0,0,8,3,0,1,850,849,FlacJo00,2019
Will Fuller,HOU,WR,25,11,11,0,0,0,0,0,0,71,49,670,3,1,0,0,0,850,1340,FullWi01,2019
Marcus Mariota,TEN,QB,26,7,6,1203,7,2,24,129,0,0,0,0,0,3,0,0,0,850,850,MariMa01,2019
Hunter Renfrow,OAK,WR,24,13,4,0,0,0,0,0,0,71,49,605,4,1,0,0,0,850,1335,RenfHu00,2019
Sterling Shepard,NYG,WR,26,10,10,0,0,0,6,72,0,83,57,576,3,0,0,1,0,850,1418,ShepSt00,2019
Matt Breida,SFO,RB,24,13,5,0,0,0,123,623,1,22,19,120,1,2,1,0,0,840,1033,BreiMa00,2019
Adam Thielen,MIN,WR,29,10,10,0,0,0,4,6,1,48,30,418,6,0,0,0,0,840,1144,ThieAd00,2019
Frank Gore,BUF,RB,36,16,8,0,0,0,166,599,2,16,13,100,0,0,0,0,0,820,949,GoreFr00,2019
T.Y. Hilton,IND,WR,30,10,10,0,0,0,0,0,0,68,45,501,5,0,0,0,0,800,1251,HiltT.00,2019
Kenny Stills,HOU,WR,27,13,5,0,0,0,0,0,0,55,40,561,4,0,0,0,0,800,1201,StilKe00,2019
Danny Amendola,DET,WR,34,15,10,19,1,0,0,0,0,97,62,678,1,0,0,0,0,790,1406,AmenDa00,2019
Alshon Jeffery,PHI,WR,29,10,10,0,0,0,1,2,1,73,43,490,4,0,0,0,0,790,1222,JeffAl00,2019
Dwayne Haskins,WAS,QB,22,9,7,1365,7,7,20,101,0,0,0,0,0,6,2,0,1,770,767,HaskDw00,2019
Jason Witten,DAL,TE,37,16,16,0,0,0,0,0,0,83,63,529,4,1,1,1,0,770,1399,WittJa00,2019
Brandin Cooks,LAR,WR,26,14,14,0,0,0,6,52,0,72,42,583,2,0,0,0,0,760,1175,CookBr00,2019
Darren Fells,HOU,TE,33,16,14,0,0,0,0,0,0,48,34,341,7,0,0,0,0,760,1101,FellDa01,2019
Anthony Miller,CHI,WR,25,16,7,0,0,0,1,-1,0,85,52,656,2,1,1,0,0,760,1275,MillAn02,2019
Steven Sims,WAS,WR,22,16,2,0,0,0,9,85,1,56,34,310,4,1,0,0,0,760,1095,SimsSt00,2019
Kerryon Johnson,DET,RB,22,8,7,0,0,0,113,403,3,15,10,127,1,1,1,0,0,750,850,JohnKe06,2019
Kyle Rudolph,MIN,TE,30,16,16,0,0,0,0,0,0,48,39,367,6,0,0,1,0,750,1137,RudoKy00,2019
Rex Burkhead,NWE,RB,29,13,1,0,0,0,65,302,3,38,27,279,0,1,1,0,0,740,1011,BurkRe00,2019
Nyheim Hines,IND,RB,23,16,2,0,0,0,52,199,2,58,44,320,0,1,1,0,0,740,1179,HineNy00,2019
Tony Pollard,DAL,RB,22,15,0,0,0,0,86,455,2,20,15,107,1,1,1,1,0,740,892,PollTo00,2019
Boston Scott,PHI,RB,24,11,2,0,0,0,61,245,5,26,24,204,0,4,1,0,0,730,969,ScotBo02,2019
Corey Davis,TEN,WR,24,15,11,0,0,0,0,0,0,69,43,601,2,1,0,0,0,720,1151,DaviCo03,2019
Phillip Dorsett,NWE,WR,26,14,4,0,0,0,3,21,0,54,29,397,5,0,0,0,0,720,1008,DorsPh00,2019
Greg Olsen,CAR,TE,34,14,14,0,0,0,0,0,0,82,52,597,2,0,0,0,0,720,1237,OlseGr00,2019
Chase Edmonds,ARI,RB,23,13,2,0,0,0,60,303,4,21,12,105,1,0,0,0,0,710,828,EdmoCh00,2019
Noah Fant,DEN,TE,22,16,11,0,0,0,3,-12,0,66,40,562,3,1,1,0,0,710,1110,FantNo00,2019
JuJu Smith-Schuster,PIT,WR,23,12,12,0,0,0,0,0,0,70,42,552,3,1,1,0,0,710,1132,SmitJu00,2019
Jonnu Smith,TEN,TE,24,16,14,0,0,0,4,78,0,44,35,439,3,0,0,0,0,700,1047,SmitJo01,2019
Jack Doyle,IND,TE,29,16,16,0,0,0,0,0,0,72,43,448,4,1,0,0,0,690,1118,DoylJa00,2019
Demarcus Robinson,KAN,WR,25,16,10,0,0,0,0,0,0,55,32,449,4,0,0,0,0,690,1009,RobiDe01,2019
Kendrick Bourne,SFO,WR,24,16,0,0,0,0,0,0,0,44,30,358,5,0,0,1,0,680,978,BourKe00,2019
Allen Lazard,GNB,WR,24,16,3,0,0,0,1,21,0,52,35,477,3,0,0,0,0,680,1028,LazaAl00,2019
Drew Lock,DEN,QB,23,5,5,1020,7,3,18,72,0,0,0,0,0,3,1,0,0,680,680,LockDr00,2019
Rashaad Penny,SEA,RB,23,10,0,0,0,0,65,370,3,11,8,83,1,1,1,0,0,670,753,PennRa00,2019
John Ross,CIN,WR,24,8,8,0,0,0,3,4,0,56,28,506,3,1,1,0,0,670,950,RossJo00,2019
Evan Engram,NYG,TE,25,8,6,0,0,0,3,7,0,68,44,467,3,0,0,0,0,650,1094,EngrEv00,2019
Mohamed Sanu,2TM,WR,30,15,12,0,0,0,3,11,0,89,59,520,2,0,0,0,0,650,1241,SanuMo00,2019
Tyler Eifert,CIN,TE,29,16,4,0,0,0,0,0,0,63,43,436,3,0,0,1,0,640,1066,EifeTy00,2019
Ryan Griffin,NYJ,TE,29,13,13,0,0,0,0,0,0,41,34,320,5,0,0,1,0,640,980,GrifRy00,2019
Kareem Hunt,CLE,RB,24,8,3,0,0,0,43,179,2,44,37,285,1,1,0,0,0,640,1014,HuntKa00,2019
Willie Snead,BAL,WR,27,16,11,0,0,0,2,2,0,46,31,339,5,0,0,0,0,640,951,SneaWi00,2019
Jimmy Graham,GNB,TE,33,16,10,0,0,0,0,0,0,60,38,447,3,1,0,0,0,630,1007,GrahJi00,2019
Auden Tate,CIN,WR,22,12,10,0,0,0,0,0,0,80,40,575,1,1,1,0,0,620,1015,TateAu00,2019
Taylor Gabriel,CHI,WR,28,9,7,0,0,0,3,20,0,48,29,353,4,0,0,0,0,610,903,GabrTa00,2019
Preston Williams,MIA,WR,22,8,7,0,0,0,0,0,0,60,32,428,3,2,1,0,0,590,908,WillPr01,2019
Alexander Mattison,MIN,RB,21,13,0,0,0,0,100,462,1,12,10,82,0,1,1,0,0,580,684,MattAl01,2019
Marquez Valdes-Scantling,GNB,WR,25,16,10,0,0,0,2,9,0,56,26,452,2,0,0,0,0,580,841,ValdMa00,2019
Malcolm Brown,LAR,RB,26,14,1,0,0,0,69,255,5,6,2,16,0,0,0,0,0,570,591,BrowMa03,2019
Jeff Driskel,DET,QB,26,3,3,685,4,4,22,151,1,1,1,6,0,1,0,0,0,570,581,DrisJe00,2019
Brian Hill,ATL,RB,24,12,2,0,0,0,78,323,2,14,10,69,1,0,0,0,0,570,672,HillBr02,2019
Jaylen Samuels,PIT,RB,23,14,4,35,0,1,66,175,1,57,47,305,1,1,1,0,0,570,1044,SamuJa00,2019
Tajae Sharpe,TEN,WR,25,15,6,0,0,0,0,0,0,35,25,329,4,0,0,0,0,570,819,SharTa00,2019
Eric Ebron,IND,TE,26,11,2,0,0,0,0,0,0,52,31,375,3,0,0,0,0,560,865,EbroEr00,2019
Ted Ginn Jr.,NOR,WR,34,16,9,0,0,0,3,18,0,56,30,421,2,0,0,0,0,560,859,GinnTe00,2019
Nelson Agholor,PHI,WR,26,11,10,0,0,0,2,7,0,69,39,363,3,2,1,1,0,550,940,AghoNe00,2019
Cameron Brate,TAM,TE,28,16,6,0,0,0,0,0,0,55,36,311,4,0,0,0,0,550,911,BratCa00,2019
Keelan Cole,JAX,WR,26,16,1,0,0,0,1,6,0,35,24,361,3,0,0,0,0,550,787,ColeKe00,2019
Blake Jarwin,DAL,TE,25,16,7,0,0,0,0,0,0,41,31,365,3,1,0,0,0,550,855,JarwBl00,2019
Benny Snell Jr.,PIT,RB,21,13,2,0,0,0,108,426,2,4,3,23,0,1,1,0,0,550,579,SnelBe00,2019
Jordan Akins,HOU,TE,27,16,9,0,0,0,0,0,0,55,36,418,2,0,0,0,0,540,898,AkinJo00,2019
David Blough,DET,QB,24,5,5,984,4,6,8,31,0,1,1,19,1,1,0,0,0,540,554,BlouDa00,2019
Eli Manning,NYG,QB,38,4,4,1042,6,5,4,7,0,0,0,0,0,3,1,0,0,540,544,MannEl00,2019
Alex Erickson,CIN,WR,27,16,6,26,0,0,5,33,0,78,43,529,0,4,2,0,0,530,962,EricAl01,2019
Gerald Everett,LAR,TE,25,13,2,0,0,0,1,0,0,60,37,408,2,0,0,0,0,530,898,EverGe00,2019
Jacob Hollister,SEA,TE,26,11,3,0,0,0,0,0,0,59,41,349,3,0,0,0,0,530,939,HollJa03,2019
Tre'Quan Smith,NOR,WR,23,11,6,0,0,0,0,0,0,25,18,234,5,0,0,0,0,530,714,SmitTr03,2019
Darrel Williams,KAN,RB,24,12,0,0,0,0,41,141,3,19,15,167,1,1,1,0,0,530,678,WillDa10,2019
Allen Hurns,MIA,WR,28,14,7,0,0,0,0,0,0,47,32,416,2,1,1,0,0,520,836,HurnAl01,2019
